V x y Q
71 846.0 960.0 0
90 843.5 959.5 0
91 842.5 540.0 0
92 859.0 548.5 0
90 843.5 959.5 1
70 841.0 959.0 1
93 826.0 531.5 1
91 842.5 540.0 1
93 826.0 531.5 2
65 811.0 104.0 2
94 841.5 120.5 2
91 842.5 540.0 2
94 841.5 120.5 3
72 872.0 137.0 3
92 859.0 548.5 3
91 842.5 540.0 3
79 906.0 779.0 4
95 900.5 879.5 4
96 900.75 633.25 4
97 906.0 459.0 4
95 900.5 879.5 5
75 895.0 980.0 5
98 895.5 807.5 5
96 900.75 633.25 5
98 895.5 807.5 6
76 896.0 635.0 6
99 901.0 387.0 6
96 900.75 633.25 6
99 901.0 387.0 7
78 906.0 139.0 7
97 906.0 459.0 7
96 900.75 633.25 7
38 457.0 280.0 8
100 432.5 597.0 8
101 428.75 434.25 8
102 447.0 177.5 8
100 432.5 597.0 9
35 408.0 914.0 9
103 410.5 691.0 9
101 428.75 434.25 9
103 410.5 691.0 10
36 413.0 468.0 10
104 425.0 271.5 10
101 428.75 434.25 10
104 425.0 271.5 11
37 437.0 75.0 11
102 447.0 177.5 11
101 428.75 434.25 11
7 92.0 871.0 12
105 77.5 761.0 12
106 72.5 450.5 12
107 99.0 556.5 12
105 77.5 761.0 13
5 63.0 651.0 13
108 46.0 344.5 13
106 72.5 450.5 13
108 46.0 344.5 14
1 29.0 38.0 14
109 67.5 140.0 14
106 72.5 450.5 14
109 67.5 140.0 15
8 106.0 242.0 15
107 99.0 556.5 15
106 72.5 450.5 15
17 170.0 800.0 16
110 149.0 832.5 16
111 152.25 533.75 16
112 168.0 419.0 16
110 149.0 832.5 17
12 128.0 865.0 17
113 136.5 648.5 17
111 152.25 533.75 17
113 136.5 648.5 18
15 145.0 432.0 18
114 155.5 235.0 18
111 152.25 533.75 18
114 155.5 235.0 19
16 166.0 38.0 19
112 168.0 419.0 19
111 152.25 533.75 19
66 816.0 927.0 20
115 812.5 879.0 20
116 814.5 660.5 20
117 819.0 853.5 20
115 812.5 879.0 21
64 809.0 831.0 21
118 810.0 467.5 21
116 814.5 660.5 21
118 810.0 467.5 22
65 811.0 104.0 22
119 816.5 442.0 22
116 814.5 660.5 22
119 816.5 442.0 23
67 822.0 780.0 23
117 819.0 853.5 23
116 814.5 660.5 23
69 837.0 901.0 24
120 835.0 853.5 24
121 830.5 692.5 24
122 839.0 930.0 24
120 835.0 853.5 25
68 833.0 806.0 25
123 822.0 455.0 25
121 830.5 692.5 25
123 822.0 455.0 26
65 811.0 104.0 26
93 826.0 531.5 26
121 830.5 692.5 26
93 826.0 531.5 27
70 841.0 959.0 27
122 839.0 930.0 27
121 830.5 692.5 27
89 997.0 647.0 28
124 961.5 809.5 28
125 965.0 593.5 28
126 991.0 418.5 28
124 961.5 809.5 29
83 926.0 972.0 29
127 939.0 768.5 29
125 965.0 593.5 29
127 939.0 768.5 30
86 952.0 565.0 30
128 968.5 377.5 30
125 965.0 593.5 30
128 968.5 377.5 31
88 985.0 190.0 31
126 991.0 418.5 31
125 965.0 593.5 31
75 895.0 980.0 32
129 885.0 867.0 32
130 886.0 648.0 32
98 895.5 807.5 32
129 885.0 867.0 33
73 875.0 754.0 33
131 876.5 488.5 33
130 886.0 648.0 33
131 876.5 488.5 34
74 878.0 223.0 34
132 887.0 429.0 34
130 886.0 648.0 34
132 887.0 429.0 35
76 896.0 635.0 35
98 895.5 807.5 35
130 886.0 648.0 35
59 777.0 834.0 36
133 724.5 716.0 36
134 746.5 458.5 36
135 786.0 567.0 36
133 724.5 716.0 37
56 672.0 598.0 37
136 707.0 350.0 37
134 746.5 458.5 37
136 707.0 350.0 38
58 742.0 102.0 38
137 768.5 201.0 38
134 746.5 458.5 38
137 768.5 201.0 39
60 795.0 300.0 39
135 786.0 567.0 39
134 746.5 458.5 39
80 911.0 855.0 40
138 908.5 817.0 40
139 909.5 647.25 40
140 913.0 835.5 40
138 908.5 817.0 41
79 906.0 779.0 41
97 906.0 459.0 41
139 909.5 647.25 41
97 906.0 459.0 42
78 906.0 139.0 42
141 910.5 477.5 42
139 909.5 647.25 42
141 910.5 477.5 43
81 915.0 816.0 43
140 913.0 835.5 43
139 909.5 647.25 43
25 308.0 642.0 44
142 291.5 691.5 44
143 274.75 437.5 44
144 304.5 334.0 44
142 291.5 691.5 45
23 275.0 741.0 45
145 245.0 541.0 45
143 274.75 437.5 45
145 245.0 541.0 46
20 215.0 341.0 46
146 258.0 183.5 46
143 274.75 437.5 46
146 258.0 183.5 47
24 301.0 26.0 47
144 304.5 334.0 47
143 274.75 437.5 47
62 803.0 980.0 48
147 790.0 907.0 48
148 796.75 706.75 48
149 803.5 857.5 48
147 790.0 907.0 49
59 777.0 834.0 49
150 790.0 556.0 49
148 796.75 706.75 49
150 790.0 556.0 50
61 803.0 278.0 50
151 803.5 506.5 50
148 796.75 706.75 50
151 803.5 506.5 51
63 804.0 735.0 51
149 803.5 857.5 51
148 796.75 706.75 51
30 341.0 255.0 52
152 325.0 593.0 52
153 324.5 464.75 52
154 334.0 249.5 52
152 325.0 593.0 53
26 309.0 931.0 53
155 315.0 680.0 53
153 324.5 464.75 53
155 315.0 680.0 54
28 321.0 429.0 54
156 324.0 336.5 54
153 324.5 464.75 54
156 324.0 336.5 55
29 327.0 244.0 55
154 334.0 249.5 55
153 324.5 464.75 55
3 38.0 417.0 56
157 35.5 561.0 56
158 27.5 294.75 56
159 33.5 227.5 56
157 35.5 561.0 57
2 33.0 705.0 57
160 21.5 362.0 57
158 27.5 294.75 57
160 21.5 362.0 58
0 10.0 19.0 58
161 19.5 28.5 58
158 27.5 294.75 58
161 19.5 28.5 59
1 29.0 38.0 59
159 33.5 227.5 59
158 27.5 294.75 59
12 128.0 865.0 60
162 122.5 796.5 60
163 120.0 633.0 60
164 128.5 781.0 60
162 122.5 796.5 61
11 117.0 728.0 61
165 111.5 485.0 61
163 120.0 633.0 61
165 111.5 485.0 62
8 106.0 242.0 62
166 117.5 469.5 62
163 120.0 633.0 62
166 117.5 469.5 63
13 129.0 697.0 63
164 128.5 781.0 63
163 120.0 633.0 63
45 522.0 921.0 64
167 510.0 893.5 64
168 516.25 734.0 64
169 524.5 885.0 64
167 510.0 893.5 65
43 498.0 866.0 65
170 508.0 583.0 65
168 516.25 734.0 65
170 508.0 583.0 66
44 518.0 300.0 66
171 522.5 574.5 66
168 516.25 734.0 66
171 522.5 574.5 67
46 527.0 849.0 67
169 524.5 885.0 67
168 516.25 734.0 67
73 875.0 754.0 68
172 860.5 857.0 68
173 867.75 518.5 68
131 876.5 488.5 68
172 860.5 857.0 69
71 846.0 960.0 69
92 859.0 548.5 69
173 867.75 518.5 69
92 859.0 548.5 70
72 872.0 137.0 70
174 875.0 180.0 70
173 867.75 518.5 70
174 875.0 180.0 71
74 878.0 223.0 71
131 876.5 488.5 71
173 867.75 518.5 71
82 924.0 753.0 72
175 919.5 784.5 72
176 918.0 599.0 72
177 925.5 720.5 72
175 919.5 784.5 73
81 915.0 816.0 73
141 910.5 477.5 73
176 918.0 599.0 73
141 910.5 477.5 74
78 906.0 139.0 74
178 916.5 413.5 74
176 918.0 599.0 74
178 916.5 413.5 75
84 927.0 688.0 75
177 925.5 720.5 75
176 918.0 599.0 75
22 227.0 974.0 76
179 198.5 887.0 76
180 224.25 730.75 76
181 251.0 857.5 76
179 198.5 887.0 77
17 170.0 800.0 77
182 197.5 604.0 77
180 224.25 730.75 77
182 197.5 604.0 78
21 225.0 408.0 78
183 250.0 574.5 78
180 224.25 730.75 78
183 250.0 574.5 79
23 275.0 741.0 79
181 251.0 857.5 79
180 224.25 730.75 79
64 809.0 831.0 80
184 806.5 783.0 80
185 806.75 487.0 80
118 810.0 467.5 80
184 806.5 783.0 81
63 804.0 735.0 81
151 803.5 506.5 81
185 806.75 487.0 81
151 803.5 506.5 82
61 803.0 278.0 82
186 807.0 191.0 82
185 806.75 487.0 82
186 807.0 191.0 83
65 811.0 104.0 83
118 810.0 467.5 83
185 806.75 487.0 83
32 382.0 800.0 84
187 371.5 691.0 84
188 370.25 525.5 84
189 389.5 632.5 84
187 371.5 691.0 85
31 361.0 582.0 85
190 351.0 418.5 85
188 370.25 525.5 85
190 351.0 418.5 86
30 341.0 255.0 86
191 369.0 360.0 86
188 370.25 525.5 86
191 369.0 360.0 87
33 397.0 465.0 87
189 389.5 632.5 87
188 370.25 525.5 87
35 408.0 914.0 88
192 395.0 857.0 88
193 402.5 637.75 88
103 410.5 691.0 88
192 395.0 857.0 89
32 382.0 800.0 89
194 394.5 584.5 89
193 402.5 637.75 89
194 394.5 584.5 90
34 407.0 369.0 90
195 410.0 418.5 90
193 402.5 637.75 90
195 410.0 418.5 91
36 413.0 468.0 91
103 410.5 691.0 91
193 402.5 637.75 91
41 481.0 367.0 92
196 470.5 549.5 92
197 465.25 397.75 92
198 472.0 289.5 92
196 470.5 549.5 93
39 460.0 732.0 93
199 458.5 506.0 93
197 465.25 397.75 93
199 458.5 506.0 94
38 457.0 280.0 94
200 460.0 246.0 94
197 465.25 397.75 94
200 460.0 246.0 95
40 463.0 212.0 95
198 472.0 289.5 95
197 465.25 397.75 95
27 315.0 543.0 96
201 311.5 592.5 96
202 311.25 410.0 96
203 318.0 486.0 96
201 311.5 592.5 97
25 308.0 642.0 97
144 304.5 334.0 97
202 311.25 410.0 97
144 304.5 334.0 98
24 301.0 26.0 98
204 311.0 227.5 98
202 311.25 410.0 98
204 311.0 227.5 99
28 321.0 429.0 99
203 318.0 486.0 99
202 311.25 410.0 99
15 145.0 432.0 100
113 136.5 648.5 100
205 133.5 585.5 100
206 138.5 390.0 100
113 136.5 648.5 101
12 128.0 865.0 101
164 128.5 781.0 101
205 133.5 585.5 101
164 128.5 781.0 102
13 129.0 697.0 102
207 130.5 522.5 102
205 133.5 585.5 102
207 130.5 522.5 103
14 132.0 348.0 103
206 138.5 390.0 103
205 133.5 585.5 103
10 112.0 740.0 104
208 109.5 739.5 104
209 110.5 612.25 104
210 114.5 734.0 104
208 109.5 739.5 105
9 107.0 739.0 105
211 106.5 490.5 105
209 110.5 612.25 105
211 106.5 490.5 106
8 106.0 242.0 106
165 111.5 485.0 106
209 110.5 612.25 106
165 111.5 485.0 107
11 117.0 728.0 107
210 114.5 734.0 107
209 110.5 612.25 107
53 580.0 665.0 108
212 578.0 618.5 108
213 580.75 516.75 108
214 585.5 656.0 108
212 578.0 618.5 109
51 576.0 572.0 109
215 576.0 377.5 109
213 580.75 516.75 109
215 576.0 377.5 110
52 576.0 183.0 110
216 583.5 415.0 110
213 580.75 516.75 110
216 583.5 415.0 111
54 591.0 647.0 111
214 585.5 656.0 111
213 580.75 516.75 111
33 397.0 465.0 112
191 369.0 360.0 112
217 361.5 278.75 112
218 402.0 417.0 112
191 369.0 360.0 113
30 341.0 255.0 113
219 321.0 140.5 113
217 361.5 278.75 113
219 321.0 140.5 114
24 301.0 26.0 114
220 354.0 197.5 114
217 361.5 278.75 114
220 354.0 197.5 115
34 407.0 369.0 115
218 402.0 417.0 115
217 361.5 278.75 115
58 742.0 102.0 116
221 589.5 88.5 116
222 572.75 76.75 116
223 776.5 103.0 116
221 589.5 88.5 117
37 437.0 75.0 117
224 369.0 50.5 117
222 572.75 76.75 117
224 369.0 50.5 118
24 301.0 26.0 118
225 556.0 65.0 118
222 572.75 76.75 118
225 556.0 65.0 119
65 811.0 104.0 119
223 776.5 103.0 119
222 572.75 76.75 119
43 498.0 866.0 120
226 479.0 799.0 120
227 493.25 580.25 120
170 508.0 583.0 120
226 479.0 799.0 121
39 460.0 732.0 121
228 478.5 577.5 121
227 493.25 580.25 121
228 478.5 577.5 122
42 497.0 423.0 122
229 507.5 361.5 122
227 493.25 580.25 122
229 507.5 361.5 123
44 518.0 300.0 123
170 508.0 583.0 123
227 493.25 580.25 123
19 214.0 476.0 124
230 192.5 280.5 124
231 191.5 235.0 124
232 214.5 408.5 124
230 192.5 280.5 125
18 171.0 85.0 125
233 168.5 61.5 125
231 191.5 235.0 125
233 168.5 61.5 126
16 166.0 38.0 126
234 190.5 189.5 126
231 191.5 235.0 126
234 190.5 189.5 127
20 215.0 341.0 127
232 214.5 408.5 127
231 191.5 235.0 127
4 41.0 854.0 128
235 37.0 779.5 128
236 43.75 656.75 128
237 52.0 752.5 128
235 37.0 779.5 129
2 33.0 705.0 129
157 35.5 561.0 129
236 43.75 656.75 129
157 35.5 561.0 130
3 38.0 417.0 130
238 50.5 534.0 130
236 43.75 656.75 130
238 50.5 534.0 131
5 63.0 651.0 131
237 52.0 752.5 131
236 43.75 656.75 131
86 952.0 565.0 132
239 939.5 626.5 132
240 935.25 434.5 132
241 954.0 455.5 132
239 939.5 626.5 133
84 927.0 688.0 133
178 916.5 413.5 133
240 935.25 434.5 133
178 916.5 413.5 134
78 906.0 139.0 134
242 931.0 242.5 134
240 935.25 434.5 134
242 931.0 242.5 135
87 956.0 346.0 135
241 954.0 455.5 135
240 935.25 434.5 135
49 546.0 449.0 136
243 536.5 649.0 136
244 536.25 591.25 136
245 544.5 442.5 136
243 536.5 649.0 137
46 527.0 849.0 137
246 528.0 740.0 137
244 536.25 591.25 137
246 528.0 740.0 138
47 529.0 631.0 138
247 536.0 533.5 138
244 536.25 591.25 138
247 536.0 533.5 139
48 543.0 436.0 139
245 544.5 442.5 139
244 536.25 591.25 139
59 777.0 834.0 140
248 649.5 877.5 140
249 640.5 750.0 140
133 724.5 716.0 140
248 649.5 877.5 141
45 522.0 921.0 141
250 556.5 784.0 141
249 640.5 750.0 141
250 556.5 784.0 142
54 591.0 647.0 142
251 631.5 622.5 142
249 640.5 750.0 142
251 631.5 622.5 143
56 672.0 598.0 143
133 724.5 716.0 143
249 640.5 750.0 143
26 309.0 931.0 144
252 268.0 952.5 144
253 279.75 822.0 144
254 308.5 786.5 144
252 268.0 952.5 145
22 227.0 974.0 145
181 251.0 857.5 145
253 279.75 822.0 145
181 251.0 857.5 146
23 275.0 741.0 146
142 291.5 691.5 146
253 279.75 822.0 146
142 291.5 691.5 147
25 308.0 642.0 147
254 308.5 786.5 147
253 279.75 822.0 147
62 803.0 980.0 148
255 515.0 977.0 148
256 490.0 947.25 148
257 662.5 950.5 148
255 515.0 977.0 149
22 227.0 974.0 149
258 317.5 944.0 149
256 490.0 947.25 149
258 317.5 944.0 150
35 408.0 914.0 150
259 465.0 917.5 150
256 490.0 947.25 150
259 465.0 917.5 151
45 522.0 921.0 151
257 662.5 950.5 151
256 490.0 947.25 151
56 672.0 598.0 152
251 631.5 622.5 152
260 623.5 448.75 152
261 663.5 482.5 152
251 631.5 622.5 153
54 591.0 647.0 153
216 583.5 415.0 153
260 623.5 448.75 153
216 583.5 415.0 154
52 576.0 183.0 154
262 615.5 275.0 154
260 623.5 448.75 154
262 615.5 275.0 155
55 655.0 367.0 155
261 663.5 482.5 155
260 623.5 448.75 155
85 927.0 933.0 156
263 926.5 952.5 156
264 926.0 836.5 156
265 927.0 810.5 156
263 926.5 952.5 157
83 926.0 972.0 157
266 925.0 862.5 157
264 926.0 836.5 157
266 925.0 862.5 158
82 924.0 753.0 158
177 925.5 720.5 158
264 926.0 836.5 158
177 925.5 720.5 159
84 927.0 688.0 159
265 927.0 810.5 159
264 926.0 836.5 159
51 576.0 572.0 160
267 561.0 510.5 160
268 554.0 376.0 160
215 576.0 377.5 160
267 561.0 510.5 161
49 546.0 449.0 161
269 532.0 374.5 161
268 554.0 376.0 161
269 532.0 374.5 162
44 518.0 300.0 162
270 547.0 241.5 162
268 554.0 376.0 162
270 547.0 241.5 163
52 576.0 183.0 163
215 576.0 377.5 163
268 554.0 376.0 163
6 69.0 919.0 164
271 55.0 886.5 164
272 66.25 823.75 164
273 80.5 895.0 164
271 55.0 886.5 165
4 41.0 854.0 165
237 52.0 752.5 165
272 66.25 823.75 165
237 52.0 752.5 166
5 63.0 651.0 166
105 77.5 761.0 166
272 66.25 823.75 166
105 77.5 761.0 167
7 92.0 871.0 167
273 80.5 895.0 167
