V x y Q
46 8938.0 499.0 0
50 6705.0 958.0 0
51 6128.0 697.75 0
52 9382.5 285.0 0
50 6705.0 958.0 1
25 4472.0 1417.0 1
53 2873.5 1110.5 1
51 6128.0 697.75 1
53 2873.5 1110.5 2
6 1275.0 804.0 2
54 5551.0 437.5 2
51 6128.0 697.75 2
54 5551.0 437.5 3
48 9827.0 71.0 3
52 9382.5 285.0 3
51 6128.0 697.75 3
1 180.0 1814.0 4
55 1217.5 2198.5 4
56 1565.5 3804.5 4
57 571.5 4169.5 4
55 1217.5 2198.5 5
11 2255.0 2583.0 5
58 2559.5 3439.5 5
56 1565.5 3804.5 5
58 2559.5 3439.5 6
14 2864.0 4296.0 6
59 1913.5 5410.5 6
56 1565.5 3804.5 6
59 1913.5 5410.5 7
4 963.0 6525.0 7
57 571.5 4169.5 7
56 1565.5 3804.5 7
23 4463.0 8645.0 8
60 5523.0 7469.5 8
61 5939.5 7848.0 8
62 4909.0 9114.0 8
60 5523.0 7469.5 9
36 6583.0 6294.0 9
63 6970.0 6582.0 9
61 5939.5 7848.0 9
63 6970.0 6582.0 10
37 7357.0 6870.0 10
64 6356.0 8226.5 10
61 5939.5 7848.0 10
64 6356.0 8226.5 11
29 5355.0 9583.0 11
62 4909.0 9114.0 11
61 5939.5 7848.0 11
0 136.0 9796.0 12
65 158.0 5805.0 12
66 446.5 6790.0 12
67 321.5 9410.5 12
65 158.0 5805.0 13
1 180.0 1814.0 13
57 571.5 4169.5 13
66 446.5 6790.0 13
57 571.5 4169.5 14
4 963.0 6525.0 14
68 735.0 7775.0 14
66 446.5 6790.0 14
68 735.0 7775.0 15
2 507.0 9025.0 15
67 321.5 9410.5 15
66 446.5 6790.0 15
19 3071.0 4244.0 16
69 3880.0 3410.0 16
70 4607.5 4305.25 16
71 3770.0 5222.0 16
69 3880.0 3410.0 17
28 4689.0 2576.0 17
72 5445.0 3388.5 17
70 4607.5 4305.25 17
72 5445.0 3388.5 18
32 6201.0 4201.0 18
73 5335.0 5200.5 18
70 4607.5 4305.25 18
73 5335.0 5200.5 19
24 4469.0 6200.0 19
71 3770.0 5222.0 19
70 4607.5 4305.25 19
29 5355.0 9583.0 20
74 3464.5 9790.5 20
75 3672.75 9526.25 20
76 4982.5 9488.5 20
74 3464.5 9790.5 21
7 1574.0 9998.0 21
77 2363.0 9564.0 21
75 3672.75 9526.25 21
77 2363.0 9564.0 22
20 3152.0 9130.0 22
78 3881.0 9262.0 22
75 3672.75 9526.25 22
78 3881.0 9262.0 23
26 4610.0 9394.0 23
76 4982.5 9488.5 23
75 3672.75 9526.25 23
38 7470.0 1845.0 24
79 6716.0 2111.5 24
80 6632.0 1603.5 24
81 8047.0 1309.5 24
79 6716.0 2111.5 25
31 5962.0 2378.0 25
82 5217.0 1897.5 25
80 6632.0 1603.5 25
82 5217.0 1897.5 26
25 4472.0 1417.0 26
83 6548.0 1095.5 26
80 6632.0 1603.5 26
83 6548.0 1095.5 27
44 8624.0 774.0 27
81 8047.0 1309.5 27
80 6632.0 1603.5 27
23 4463.0 8645.0 28
84 4466.0 7422.5 28
85 5275.25 6792.25 28
60 5523.0 7469.5 28
84 4466.0 7422.5 29
24 4469.0 6200.0 29
86 5027.5 6115.0 29
85 5275.25 6792.25 29
86 5027.5 6115.0 30
30 5586.0 6030.0 30
87 6084.5 6162.0 30
85 5275.25 6792.25 30
87 6084.5 6162.0 31
36 6583.0 6294.0 31
60 5523.0 7469.5 31
85 5275.25 6792.25 31
39 7664.0 4993.0 32
88 7902.0 4303.0 32
89 8642.25 4689.75 32
90 8279.0 5705.5 32
88 7902.0 4303.0 33
41 8140.0 3613.0 33
91 9005.5 3674.0 33
89 8642.25 4689.75 33
91 9005.5 3674.0 34
49 9871.0 3735.0 34
92 9382.5 5076.5 34
89 8642.25 4689.75 34
92 9382.5 5076.5 35
45 8894.0 6418.0 35
90 8279.0 5705.5 35
89 8642.25 4689.75 35
11 2255.0 2583.0 36
93 2027.0 1930.5 36
94 3160.5 1958.5 36
95 3185.5 2569.5 36
93 2027.0 1930.5 37
8 1799.0 1278.0 37
96 3135.5 1347.5 37
94 3160.5 1958.5 37
96 3135.5 1347.5 38
25 4472.0 1417.0 38
97 4294.0 1986.5 38
94 3160.5 1958.5 38
97 4294.0 1986.5 39
22 4116.0 2556.0 39
95 3185.5 2569.5 39
94 3160.5 1958.5 39
48 9827.0 71.0 40
