V x y Q
5 40.0 40.0 0
9 45.0 25.0 0
10 53.75 32.5 0
11 50.0 50.0 0
9 45.0 25.0 1
6 50.0 10.0 1
12 57.5 15.0 1
10 53.75 32.5 1
12 57.5 15.0 2
8 65.0 20.0 2
13 62.5 40.0 2
10 53.75 32.5 2
13 62.5 40.0 3
7 60.0 60.0 3
11 50.0 50.0 3
10 53.75 32.5 3
0 10.0 30.0 4
14 20.0 22.5 4
15 23.75 33.75 4
16 12.5 40.0 4
14 20.0 22.5 5
3 30.0 15.0 5
17 35.0 27.5 5
15 23.75 33.75 5
17 35.0 27.5 6
5 40.0 40.0 6
18 27.5 45.0 6
15 23.75 33.75 6
18 27.5 45.0 7
1 15.0 50.0 7
16 12.5 40.0 7
15 23.75 33.75 7
7 60.0 60.0 8
19 47.5 65.0 8
20 37.5 55.0 8
11 50.0 50.0 8
19 47.5 65.0 9
4 35.0 70.0 9
21 25.0 60.0 9
20 37.5 55.0 9
21 25.0 60.0 10
1 15.0 50.0 10
18 27.5 45.0 10
20 37.5 55.0 10
18 27.5 45.0 11
5 40.0 40.0 11
11 50.0 50.0 11
20 37.5 55.0 11
0 10.0 30.0 12
22 17.5 20.0 12
23 21.67 18.33 12
14 20.0 22.5 12
22 17.5 20.0 13
2 25.0 10.0 13
24 27.5 12.5 13
23 21.67 18.33 13
24 27.5 12.5 14
3 30.0 15.0 14
14 20.0 22.5 14
23 21.67 18.33 14
6 50.0 10.0 15
25 40.0 12.5 15
26 35.0 11.67 15
27 37.5 10.0 15
25 40.0 12.5 16
3 30.0 15.0 16
24 27.5 12.5 16
26 35.0 11.67 16
24 27.5 12.5 17
2 25.0 10.0 17
27 37.5 10.0 17
26 35.0 11.67 17
6 50.0 10.0 18
9 45.0 25.0 18
28 40.0 21.67 18
25 40.0 12.5 18
9 45.0 25.0 19
5 40.0 40.0 19
17 35.0 27.5 19
28 40.0 21.67 19
17 35.0 27.5 20
3 30.0 15.0 20
25 40.0 12.5 20
28 40.0 21.67 20
