V x y Q
8 87 481 0
6 85 160 0
7 85 47 0
9 111 383 0
25 321 135 1
20 235 435 1
23 270 86 1
24 313 37 1
20 235 435 2
15 173 412 2
19 229 55 2
21 238 290 2
28 369 267 3
20 235 435 3
25 321 135 3
26 344 149 3
19 229 55 4
16 181 330 4
17 188 144 4
18 198 42 4
12 165 307 5
9 111 383 5
10 119 139 5
11 160 112 5
35 464 165 6
30 395 344 6
33 431 131 6
34 442 76 6
3 58 397 7
1 21 151 7
2 29 134 7
4 74 180 7
23 270 86 8
20 235 435 8
21 238 290 8
22 247 188 8
32 416 142 9
30 395 344 9
29 379 220 9
31 405 109 9
15 173 412 10
8 87 481 10
12 165 307 10
14 172 309 10
38 485 249 11
30 395 344 11
35 464 165 11
37 473 192 11
28 369 267 12
26 344 149 12
27 356 97 12
29 379 220 12
16 181 330 13
14 172 309 13
13 169 167 13
17 188 144 13
14 172 309 14
12 165 307 14
11 160 112 14
13 169 167 14
5 80 311 15
3 58 397 15
4 74 180 15
6 85 160 15
31 405 109 16
27 356 97 16
24 313 37 16
34 442 76 16
26 344 149 17
25 321 135 17
24 313 37 17
27 356 97 17
11 160 112 18
10 119 139 18
7 85 47 18
18 198 42 18
38 485 249 19
37 473 192 19
36 466 152 19
39 498 157 19
4 74 180 20
2 29 134 20
0 15 111 20
6 85 160 20
17 188 144 21
13 169 167 21
11 160 112 21
18 198 42 21
33 431 131 22
32 416 142 22
31 405 109 22
34 442 76 22
37 473 192 23
35 464 165 23
34 442 76 23
36 466 152 23
0 15 111 24
2 29 134 24
1 21 151 24
7 85 47 25
6 85 160 25
0 15 111 25
8 87 481 26
5 80 311 26
6 85 160 26
8 87 481 27
3 58 397 27
5 80 311 27
10 119 139 28
9 111 383 28
7 85 47 28
12 165 307 29
8 87 481 29
9 111 383 29
16 181 330 30
15 173 412 30
14 172 309 30
19 229 55 31
15 173 412 31
16 181 330 31
20 235 435 32
8 87 481 32
15 173 412 32
22 247 188 33
21 238 290 33
19 229 55 33
23 270 86 34
22 247 188 34
19 229 55 34
24 313 37 35
19 229 55 35
18 198 42 35
24 313 37 36
23 270 86 36
19 229 55 36
30 395 344 37
28 369 267 37
29 379 220 37
30 395 344 38
20 235 435 38
28 369 267 38
31 405 109 39
29 379 220 39
27 356 97 39
33 431 131 40
30 395 344 40
32 416 142 40
39 498 157 41
36 466 152 41
34 442 76 41
