V x y Q
24 497 355 0
16 411 387 0
15 400 306 0
21 454 315 0
3 297 204 1
4 315 160 1
11 373 209 1
7 326 237 1
6 324 297 2
5 320 359 2
0 265 344 2
2 277 294 2
7 326 237 3
6 324 297 3
2 277 294 3
1 267 248 3
17 416 270 4
20 443 241 4
23 489 285 4
21 454 315 4
11 373 209 5
13 380 169 5
19 443 185 5
14 396 231 5
15 400 306 6
10 361 335 6
6 324 297 6
12 378 265 6
22 488 234 7
19 443 185 7
25 510 166 7
26 534 262 7
26 534 262 8
24 497 355 8
21 454 315 8
23 489 285 8
4 315 160 9
9 360 111 9
13 380 169 9
11 373 209 9
11 373 209 10
12 378 265 10
8 342 263 10
7 326 237 10
22 488 234 11
20 443 241 11
14 396 231 11
19 443 185 11
25 510 166 12
19 443 185 12
13 380 169 12
18 421 137 12
26 534 262 13
23 489 285 13
20 443 241 13
22 488 234 13
16 411 387 14
5 320 359 14
6 324 297 14
10 361 335 14
20 443 241 15
17 416 270 15
12 378 265 15
14 396 231 15
17 416 270 16
21 454 315 16
15 400 306 16
12 378 265 16
0 265 344 17
1 267 248 17
2 277 294 17
1 267 248 18
3 297 204 18
7 326 237 18
4 315 160 19
3 297 204 19
1 267 248 19
8 342 263 20
6 324 297 20
7 326 237 20
6 324 297 21
8 342 263 21
12 378 265 21
14 396 231 22
12 378 265 22
11 373 209 22
16 411 387 23
10 361 335 23
15 400 306 23
16 411 387 24
0 265 344 24
5 320 359 24
18 421 137 25
13 380 169 25
9 360 111 25
25 510 166 26
18 421 137 26
9 360 111 26
