V x y Q
1 21 151 0
4 74 180 0
5 80 311 0
3 58 397 0
21 238 290 1
28 369 267 1
30 395 344 1
20 235 435 1
12 165 307 2
5 80 311 2
4 74 180 2
13 169 167 2
28 369 267 3
21 238 290 3
22 247 188 3
29 379 220 3
22 247 188 4
21 238 290 4
12 165 307 4
13 169 167 4
20 235 435 5
15 173 412 5
16 181 330 5
21 238 290 5
38 485 249 6
30 395 344 6
28 369 267 6
29 379 220 6
23 270 86 7
25 321 135 7
22 247 188 7
17 188 144 7
22 247 188 8
25 321 135 8
26 344 149 8
29 379 220 8
7 85 47 9
10 119 139 9
2 29 134 9
0 15 111 9
29 379 220 10
32 416 142 10
35 464 165 10
37 473 192 10
15 173 412 11
8 87 481 11
3 58 397 11
9 111 383 11
11 160 112 12
10 119 139 12
7 85 47 12
18 198 42 12
17 188 144 13
11 160 112 13
19 229 55 13
23 270 86 13
12 165 307 14
16 181 330 14
9 111 383 14
5 80 311 14
34 442 76 15
31 405 109 15
27 356 97 15
24 313 37 15
23 270 86 16
24 313 37 16
27 356 97 16
25 321 135 16
6 85 160 17
10 119 139 17
13 169 167 17
4 74 180 17
39 498 157 18
36 466 152 18
33 431 131 18
34 442 76 18
31 405 109 19
32 416 142 19
26 344 149 19
27 356 97 19
2 29 134 20
6 85 160 20
4 74 180 20
1 21 151 20
17 188 144 21
13 169 167 21
10 119 139 21
11 160 112 21
35 464 165 22
32 416 142 22
33 431 131 22
36 466 152 22
35 464 165 23
36 466 152 23
39 498 157 23
37 473 192 23
33 431 131 24
32 416 142 24
31 405 109 24
34 442 76 24
0 15 111 25
2 29 134 25
1 21 151 25
9 111 383 26
3 58 397 26
5 80 311 26
10 119 139 27
6 85 160 27
2 29 134 27
16 181 330 28
12 165 307 28
14 172 309 28
21 238 290 29
14 172 309 29
12 165 307 29
16 181 330 30
15 173 412 30
9 111 383 30
13 169 167 31
17 188 144 31
22 247 188 31
11 160 112 32
18 198 42 32
19 229 55 32
20 235 435 33
8 87 481 33
15 173 412 33
21 238 290 34
16 181 330 34
14 172 309 34
24 313 37 35
19 229 55 35
18 198 42 35
24 313 37 36
23 270 86 36
19 229 55 36
25 321 135 37
27 356 97 37
26 344 149 37
32 416 142 38
29 379 220 38
26 344 149 38
29 379 220 39
37 473 192 39
38 485 249 39
37 473 192 40
39 498 157 40
38 485 249 40
