V x y Q
18 396 242 0
16 366 351 0
15 365 294 0
17 367 154 0
26 450 317 1
24 449 279 1
25 449 162 1
27 465 235 1
31 500 357 2
0 214 359 2
8 285 350 2
16 366 351 2
21 405 330 3
20 401 279 3
19 401 178 3
22 416 200 3
12 336 324 4
10 321 270 4
11 328 179 4
13 356 242 4
6 277 269 5
0 214 359 5
2 236 296 5
5 264 228 5
3 237 243 6
2 236 296 6
0 214 359 6
1 221 158 6
31 500 357 7
28 487 273 7
29 491 209 7
30 496 139 7
10 321 270 8
8 285 350 8
6 277 269 8
9 305 228 8
28 487 273 9
27 465 235 9
25 449 162 9
29 491 209 9
5 264 228 10
2 236 296 10
3 237 243 10
4 262 189 10
11 328 179 11
4 262 189 11
1 221 158 11
17 367 154 11
24 449 279 12
21 405 330 12
22 416 200 12
23 433 231 12
31 500 357 13
16 366 351 13
21 405 330 13
26 450 317 13
15 365 294 14
13 356 242 14
14 359 206 14
17 367 154 14
25 449 162 15
19 401 178 15
17 367 154 15
30 496 139 15
6 277 269 16
5 264 228 16
4 262 189 16
9 305 228 16
21 405 330 17
16 366 351 17
18 396 242 17
20 401 279 17
31 500 357 18
26 450 317 18
27 465 235 18
28 487 273 18
16 366 351 19
12 336 324 19
13 356 242 19
15 365 294 19
4 262 189 20
3 237 243 20
1 221 158 20
7 277 318 21
0 214 359 21
6 277 269 21
8 285 350 22
7 277 318 22
6 277 269 22
8 285 350 23
0 214 359 23
7 277 318 23
11 328 179 24
9 305 228 24
4 262 189 24
11 328 179 25
10 321 270 25
9 305 228 25
12 336 324 26
8 285 350 26
10 321 270 26
14 359 206 27
13 356 242 27
11 328 179 27
16 366 351 28
8 285 350 28
12 336 324 28
17 367 154 29
14 359 206 29
11 328 179 29
19 401 178 30
18 396 242 30
17 367 154 30
20 401 279 31
18 396 242 31
19 401 178 31
25 449 162 32
22 416 200 32
19 401 178 32
25 449 162 33
23 433 231 33
22 416 200 33
25 449 162 34
24 449 279 34
23 433 231 34
26 450 317 35
21 405 330 35
24 449 279 35
30 496 139 36
17 367 154 36
1 221 158 36
30 496 139 37
29 491 209 37
25 449 162 37
