V x y Q
10 361.0 335.0 0
27 351.5 299.0 0
28 359.0 229.5 0
29 367.0 272.0 0
27 351.5 299.0 1
8 342.0 263.0 1
30 351.0 187.0 1
28 359.0 229.5 1
30 351.0 187.0 2
9 360.0 111.0 2
31 366.5 160.0 2
28 359.0 229.5 2
31 366.5 160.0 3
11 373.0 209.0 3
29 367.0 272.0 3
28 359.0 229.5 3
20 443.0 241.0 4
32 427.0 314.0 4
33 428.25 270.75 4
34 443.0 213.0 4
32 427.0 314.0 5
16 411.0 387.0 5
35 413.5 328.5 5
33 428.25 270.75 5
35 413.5 328.5 6
17 416.0 270.0 6
36 429.5 227.5 6
33 428.25 270.75 6
36 429.5 227.5 7
19 443.0 185.0 7
34 443.0 213.0 7
33 428.25 270.75 7
5 320.0 359.0 8
37 292.5 351.5 8
38 306.0 290.0 8
39 322.0 328.0 8
37 292.5 351.5 9
0 265.0 344.0 9
40 290.0 252.0 9
38 306.0 290.0 9
40 290.0 252.0 10
4 315.0 160.0 10
41 319.5 228.5 10
38 306.0 290.0 10
41 319.5 228.5 11
6 324.0 297.0 11
39 322.0 328.0 11
38 306.0 290.0 11
26 534.0 262.0 12
42 515.5 308.5 12
43 507.25 254.25 12
44 522.0 214.0 12
42 515.5 308.5 13
24 497.0 355.0 13
45 492.5 294.5 13
43 507.25 254.25 13
45 492.5 294.5 14
22 488.0 234.0 14
46 499.0 200.0 14
43 507.25 254.25 14
46 499.0 200.0 15
25 510.0 166.0 15
44 522.0 214.0 15
43 507.25 254.25 15
17 416.0 270.0 16
47 398.0 219.5 16
48 394.25 171.75 16
49 418.5 203.5 16
47 398.0 219.5 17
13 380.0 169.0 17
50 370.0 140.0 17
48 394.25 171.75 17
50 370.0 140.0 18
9 360.0 111.0 18
51 390.5 124.0 18
48 394.25 171.75 18
51 390.5 124.0 19
18 421.0 137.0 19
49 418.5 203.5 19
48 394.25 171.75 19
16 411.0 387.0 20
52 405.5 346.5 20
53 405.75 298.5 20
35 413.5 328.5 20
52 405.5 346.5 21
15 400.0 306.0 21
54 398.0 268.5 21
53 405.75 298.5 21
54 398.0 268.5 22
14 396.0 231.0 22
55 406.0 250.5 22
53 405.75 298.5 22
55 406.0 250.5 23
17 416.0 270.0 23
35 413.5 328.5 23
53 405.75 298.5 23
21 454.0 315.0 24
56 448.5 278.0 24
57 457.0 243.75 24
58 471.0 274.5 24
56 448.5 278.0 25
20 443.0 241.0 25
34 443.0 213.0 25
57 457.0 243.75 25
34 443.0 213.0 26
19 443.0 185.0 26
59 465.5 209.5 26
57 457.0 243.75 26
59 465.5 209.5 27
22 488.0 234.0 27
58 471.0 274.5 27
57 457.0 243.75 27
24 497.0 355.0 28
60 454.0 371.0 28
61 462.75 335.5 28
62 493.0 320.0 28
60 454.0 371.0 29
16 411.0 387.0 29
63 432.5 351.0 29
61 462.75 335.5 29
63 432.5 351.0 30
21 454.0 315.0 30
64 471.5 300.0 30
61 462.75 335.5 30
64 471.5 300.0 31
23 489.0 285.0 31
62 493.0 320.0 31
61 462.75 335.5 31
22 488.0 234.0 32
59 465.5 209.5 32
65 465.5 180.5 32
46 499.0 200.0 32
59 465.5 209.5 33
19 443.0 185.0 33
66 432.0 161.0 33
65 465.5 180.5 33
66 432.0 161.0 34
18 421.0 137.0 34
67 465.5 151.5 34
65 465.5 180.5 34
67 465.5 151.5 35
25 510.0 166.0 35
46 499.0 200.0 35
65 465.5 180.5 35
15 400.0 306.0 36
68 380.5 320.5 36
69 383.75 284.25 36
54 398.0 268.5 36
68 380.5 320.5 37
10 361.0 335.0 37
70 369.5 300.0 37
69 383.75 284.25 37
70 369.5 300.0 38
12 378.0 265.0 38
71 387.0 248.0 38
69 383.75 284.25 38
71 387.0 248.0 39
14 396.0 231.0 39
54 398.0 268.5 39
69 383.75 284.25 39
8 342.0 263.0 40
72 334.0 250.0 40
73 335.75 192.75 40
30 351.0 187.0 40
72 334.0 250.0 41
7 326.0 237.0 41
74 320.5 198.5 41
73 335.75 192.75 41
74 320.5 198.5 42
4 315.0 160.0 42
75 337.5 135.5 42
73 335.75 192.75 42
75 337.5 135.5 43
9 360.0 111.0 43
30 351.0 187.0 43
73 335.75 192.75 43
10 361.0 335.0 44
76 340.5 347.0 44
77 336.75 313.5 44
27 351.5 299.0 44
76 340.5 347.0 45
5 320.0 359.0 45
39 322.0 328.0 45
77 336.75 313.5 45
39 322.0 328.0 46
6 324.0 297.0 46
78 333.0 280.0 46
77 336.75 313.5 46
78 333.0 280.0 47
8 342.0 263.0 47
27 351.5 299.0 47
77 336.75 313.5 47
14 396.0 231.0 48
71 387.0 248.0 48
79 381.75 218.5 48
80 388.0 200.0 48
71 387.0 248.0 49
12 378.0 265.0 49
81 375.5 237.0 49
79 381.75 218.5 49
81 375.5 237.0 50
11 373.0 209.0 50
82 376.5 189.0 50
79 381.75 218.5 50
82 376.5 189.0 51
13 380.0 169.0 51
80 388.0 200.0 51
79 381.75 218.5 51
3 297.0 204.0 52
83 287.0 249.0 52
84 276.5 272.5 52
85 282.0 226.0 52
83 287.0 249.0 53
2 277.0 294.0 53
86 271.0 319.0 53
84 276.5 272.5 53
