V x y Q
0 214.0 359.0 0
32 217.5 258.5 0
33 224.0 253.33 0
34 225.5 301.0 0
32 217.5 258.5 1
1 221.0 158.0 1
35 229.0 200.5 1
33 224.0 253.33 1
35 229.0 200.5 2
3 237.0 243.0 2
34 225.5 301.0 2
33 224.0 253.33 2
3 237.0 243.0 3
36 236.5 269.5 3
37 229.0 299.33 3
34 225.5 301.0 3
36 236.5 269.5 4
2 236.0 296.0 4
38 225.0 327.5 4
37 229.0 299.33 4
38 225.0 327.5 5
0 214.0 359.0 5
34 225.5 301.0 5
37 229.0 299.33 5
4 262.0 189.0 6
39 249.5 216.0 6
40 240.0 196.67 6
41 241.5 173.5 6
39 249.5 216.0 7
3 237.0 243.0 7
35 229.0 200.5 7
40 240.0 196.67 7
35 229.0 200.5 8
1 221.0 158.0 8
41 241.5 173.5 8
40 240.0 196.67 8
3 237.0 243.0 9
39 249.5 216.0 9
42 254.33 220.0 9
43 250.5 235.5 9
39 249.5 216.0 10
4 262.0 189.0 10
44 263.0 208.5 10
42 254.33 220.0 10
44 263.0 208.5 11
5 264.0 228.0 11
43 250.5 235.5 11
42 254.33 220.0 11
3 237.0 243.0 12
43 250.5 235.5 12
45 259.33 246.67 12
46 257.0 256.0 12
43 250.5 235.5 13
5 264.0 228.0 13
47 270.5 248.5 13
45 259.33 246.67 13
47 270.5 248.5 14
6 277.0 269.0 14
46 257.0 256.0 14
45 259.33 246.67 14
6 277.0 269.0 15
48 256.5 282.5 15
49 250.0 269.33 15
46 257.0 256.0 15
48 256.5 282.5 16
2 236.0 296.0 16
36 236.5 269.5 16
49 250.0 269.33 16
36 236.5 269.5 17
3 237.0 243.0 17
46 257.0 256.0 17
49 250.0 269.33 17
5 264.0 228.0 18
50 284.5 228.0 18
51 282.0 241.67 18
47 270.5 248.5 18
50 284.5 228.0 19
9 305.0 228.0 19
52 291.0 248.5 19
51 282.0 241.67 19
52 291.0 248.5 20
6 277.0 269.0 20
47 270.5 248.5 20
51 282.0 241.67 20
2 236.0 296.0 21
48 256.5 282.5 21
53 263.33 294.33 21
54 256.5 307.0 21
48 256.5 282.5 22
6 277.0 269.0 22
55 277.0 293.5 22
53 263.33 294.33 22
55 277.0 293.5 23
7 277.0 318.0 23
54 256.5 307.0 23
53 263.33 294.33 23
7 277.0 318.0 24
56 245.5 338.5 24
57 242.33 324.33 24
54 256.5 307.0 24
56 245.5 338.5 25
0 214.0 359.0 25
38 225.0 327.5 25
57 242.33 324.33 25
38 225.0 327.5 26
2 236.0 296.0 26
54 256.5 307.0 26
57 242.33 324.33 26
10 321.0 270.0 27
58 299.0 294.0 27
59 291.67 285.67 27
60 299.0 269.5 27
58 299.0 294.0 28
7 277.0 318.0 28
55 277.0 293.5 28
59 291.67 285.67 28
55 277.0 293.5 29
6 277.0 269.0 29
60 299.0 269.5 29
59 291.67 285.67 29
8 285.0 350.0 30
61 249.5 354.5 30
62 258.67 342.33 30
63 281.0 334.0 30
61 249.5 354.5 31
0 214.0 359.0 31
56 245.5 338.5 31
62 258.67 342.33 31
56 245.5 338.5 32
7 277.0 318.0 32
63 281.0 334.0 32
62 258.67 342.33 32
9 305.0 228.0 33
50 284.5 228.0 33
64 277.0 215.0 33
65 283.5 208.5 33
50 284.5 228.0 34
5 264.0 228.0 34
44 263.0 208.5 34
64 277.0 215.0 34
44 263.0 208.5 35
4 262.0 189.0 35
65 283.5 208.5 35
64 277.0 215.0 35
6 277.0 269.0 36
52 291.0 248.5 36
66 301.0 255.67 36
60 299.0 269.5 36
52 291.0 248.5 37
9 305.0 228.0 37
67 313.0 249.0 37
66 301.0 255.67 37
67 313.0 249.0 38
10 321.0 270.0 38
60 299.0 269.5 38
66 301.0 255.67 38
7 277.0 318.0 39
58 299.0 294.0 39
68 311.33 304.0 39
69 306.5 321.0 39
58 299.0 294.0 40
10 321.0 270.0 40
70 328.5 297.0 40
68 311.33 304.0 40
70 328.5 297.0 41
12 336.0 324.0 41
69 306.5 321.0 41
68 311.33 304.0 41
11 328.0 179.0 42
71 295.0 184.0 42
72 270.33 175.33 42
73 274.5 168.5 42
71 295.0 184.0 43
4 262.0 189.0 43
41 241.5 173.5 43
72 270.33 175.33 43
41 241.5 173.5 44
1 221.0 158.0 44
73 274.5 168.5 44
72 270.33 175.33 44
11 328.0 179.0 45
74 316.5 203.5 45
75 298.33 198.67 45
71 295.0 184.0 45
74 316.5 203.5 46
9 305.0 228.0 46
65 283.5 208.5 46
75 298.33 198.67 46
65 283.5 208.5 47
4 262.0 189.0 47
71 295.0 184.0 47
75 298.33 198.67 47
9 305.0 228.0 48
74 316.5 203.5 48
76 330.67 204.33 48
77 332.0 217.0 48
74 316.5 203.5 49
11 328.0 179.0 49
78 343.5 192.5 49
76 330.67 204.33 49
78 343.5 192.5 50
14 359.0 206.0 50
77 332.0 217.0 50
76 330.67 204.33 50
10 321.0 270.0 51
79 338.5 256.0 51
80 347.33 268.67 51
81 343.0 282.0 51
79 338.5 256.0 52
13 356.0 242.0 52
82 360.5 268.0 52
80 347.33 268.67 52
82 360.5 268.0 53
15 365.0 294.0 53
81 343.0 282.0 53
80 347.33 268.67 53
12 336.0 324.0 54
83 310.5 337.0 54
84 299.33 330.67 54
69 306.5 321.0 54
83 310.5 337.0 55
8 285.0 350.0 55
63 281.0 334.0 55
84 299.33 330.67 55
63 281.0 334.0 56
7 277.0 318.0 56
69 306.5 321.0 56
84 299.33 330.67 56
13 356.0 242.0 57
79 338.5 256.0 57
85 327.33 246.67 57
86 330.5 235.0 57
79 338.5 256.0 58
10 321.0 270.0 58
67 313.0 249.0 58
85 327.33 246.67 58
67 313.0 249.0 59
9 305.0 228.0 59
86 330.5 235.0 59
85 327.33 246.67 59
14 359.0 206.0 60
87 357.5 224.0 60
88 340.0 225.33 60
77 332.0 217.0 60
87 357.5 224.0 61
13 356.0 242.0 61
86 330.5 235.0 61
88 340.0 225.33 61
86 330.5 235.0 62
9 305.0 228.0 62
77 332.0 217.0 62
88 340.0 225.33 62
13 356.0 242.0 63
87 357.5 224.0 63
89 370.33 230.0 63
90 376.0 242.0 63
87 357.5 224.0 64
14 359.0 206.0 64
91 377.5 224.0 64
89 370.33 230.0 64
91 377.5 224.0 65
18 396.0 242.0 65
90 376.0 242.0 65
89 370.33 230.0 65
15 365.0 294.0 66
92 350.5 309.0 66
93 340.67 296.0 66
81 343.0 282.0 66
92 350.5 309.0 67
12 336.0 324.0 67
70 328.5 297.0 67
93 340.67 296.0 67
70 328.5 297.0 68
10 321.0 270.0 68
81 343.0 282.0 68
93 340.67 296.0 68
16 366.0 351.0 69
94 351.0 337.5 69
95 355.67 323.0 69
96 365.5 322.5 69
94 351.0 337.5 70
12 336.0 324.0 70
92 350.5 309.0 70
95 355.67 323.0 70
92 350.5 309.0 71
15 365.0 294.0 71
96 365.5 322.5 71
95 355.67 323.0 71
16 366.0 351.0 72
97 325.5 350.5 72
98 329.0 341.67 72
94 351.0 337.5 72
97 325.5 350.5 73
8 285.0 350.0 73
83 310.5 337.0 73
98 329.0 341.67 73
83 310.5 337.0 74
12 336.0 324.0 74
94 351.0 337.5 74
98 329.0 341.67 74
16 366.0 351.0 75
99 290.0 355.0 75
100 288.33 353.33 75
97 325.5 350.5 75
99 290.0 355.0 76
0 214.0 359.0 76
61 249.5 354.5 76
100 288.33 353.33 76
61 249.5 354.5 77
8 285.0 350.0 77
97 325.5 350.5 77
100 288.33 353.33 77
17 367.0 154.0 78
101 347.5 166.5 78
102 305.33 163.67 78
103 294.0 156.0 78
101 347.5 166.5 79
11 328.0 179.0 79
73 274.5 168.5 79
102 305.33 163.67 79
73 274.5 168.5 80
1 221.0 158.0 80
103 294.0 156.0 80
102 305.33 163.67 80
17 367.0 154.0 81
104 363.0 180.0 81
105 351.33 179.67 81
101 347.5 166.5 81
104 363.0 180.0 82
14 359.0 206.0 82
78 343.5 192.5 82
105 351.33 179.67 82
78 343.5 192.5 83
11 328.0 179.0 83
101 347.5 166.5 83
105 351.33 179.67 83
14 359.0 206.0 84
104 363.0 180.0 84
106 375.67 179.33 84
107 380.0 192.0 84
104 363.0 180.0 85
17 367.0 154.0 85
108 384.0 166.0 85
106 375.67 179.33 85
108 384.0 166.0 86
19 401.0 178.0 86
107 380.0 192.0 86
106 375.67 179.33 86
13 356.0 242.0 87
90 376.0 242.0 87
109 384.33 254.33 87
110 378.5 260.5 87
90 376.0 242.0 88
18 396.0 242.0 88
111 398.5 260.5 88
109 384.33 254.33 88
111 398.5 260.5 89
20 401.0 279.0 89
110 378.5 260.5 89
109 384.33 254.33 89
20 401.0 279.0 90
112 383.0 286.5 90
113 374.0 271.67 90
110 378.5 260.5 90
112 383.0 286.5 91
15 365.0 294.0 91
82 360.5 268.0 91
113 374.0 271.67 91
82 360.5 268.0 92
13 356.0 242.0 92
110 378.5 260.5 92
113 374.0 271.67 92
14 359.0 206.0 93
107 380.0 192.0 93
114 392.0 194.67 93
115 387.5 203.0 93
107 380.0 192.0 94
19 401.0 178.0 94
116 408.5 189.0 94
114 392.0 194.67 94
116 408.5 189.0 95
22 416.0 200.0 95
115 387.5 203.0 95
114 392.0 194.67 95
22 416.0 200.0 96
117 406.0 221.0 96
118 390.33 216.0 96
115 387.5 203.0 96
117 406.0 221.0 97
18 396.0 242.0 97
91 377.5 224.0 97
118 390.33 216.0 97
91 377.5 224.0 98
14 359.0 206.0 98
