V x y Q
0 265.0 344.0 0
27 266.0 296.0 0
28 269.67 295.33 0
29 271.0 319.0 0
27 266.0 296.0 1
1 267.0 248.0 1
30 272.0 271.0 1
28 269.67 295.33 1
30 272.0 271.0 2
2 277.0 294.0 2
29 271.0 319.0 2
28 269.67 295.33 2
3 297.0 204.0 3
31 287.0 249.0 3
32 280.33 248.67 3
33 282.0 226.0 3
31 287.0 249.0 4
2 277.0 294.0 4
30 272.0 271.0 4
32 280.33 248.67 4
30 272.0 271.0 5
1 267.0 248.0 5
33 282.0 226.0 5
32 280.33 248.67 5
4 315.0 160.0 6
34 306.0 182.0 6
35 293.0 204.0 6
36 291.0 204.0 6
34 306.0 182.0 7
3 297.0 204.0 7
33 282.0 226.0 7
35 293.0 204.0 7
33 282.0 226.0 8
1 267.0 248.0 8
36 291.0 204.0 8
35 293.0 204.0 8
4 315.0 160.0 9
37 296.0 227.0 9
38 296.33 219.33 9
34 306.0 182.0 9
37 296.0 227.0 10
2 277.0 294.0 10
31 287.0 249.0 10
38 296.33 219.33 10
31 287.0 249.0 11
3 297.0 204.0 11
34 306.0 182.0 11
38 296.33 219.33 11
4 315.0 160.0 12
39 290.0 252.0 12
40 285.67 266.0 12
37 296.0 227.0 12
39 290.0 252.0 13
0 265.0 344.0 13
29 271.0 319.0 13
40 285.67 266.0 13
29 271.0 319.0 14
2 277.0 294.0 14
37 296.0 227.0 14
40 285.67 266.0 14
5 320.0 359.0 15
41 292.5 351.5 15
42 300.0 287.67 15
43 317.5 259.5 15
41 292.5 351.5 16
0 265.0 344.0 16
39 290.0 252.0 16
42 300.0 287.67 16
39 290.0 252.0 17
4 315.0 160.0 17
43 317.5 259.5 17
42 300.0 287.67 17
6 324.0 297.0 18
44 322.0 328.0 18
45 319.67 272.0 18
46 319.5 228.5 18
44 322.0 328.0 19
5 320.0 359.0 19
43 317.5 259.5 19
45 319.67 272.0 19
43 317.5 259.5 20
4 315.0 160.0 20
46 319.5 228.5 20
45 319.67 272.0 20
7 326.0 237.0 21
47 325.0 267.0 21
48 321.67 231.33 21
49 320.5 198.5 21
47 325.0 267.0 22
6 324.0 297.0 22
46 319.5 228.5 22
48 321.67 231.33 22
46 319.5 228.5 23
4 315.0 160.0 23
49 320.5 198.5 23
48 321.67 231.33 23
8 342.0 263.0 24
50 334.0 250.0 24
51 327.67 220.0 24
52 328.5 211.5 24
50 334.0 250.0 25
7 326.0 237.0 25
49 320.5 198.5 25
51 327.67 220.0 25
49 320.5 198.5 26
4 315.0 160.0 26
52 328.5 211.5 26
51 327.67 220.0 26
8 342.0 263.0 27
53 333.0 280.0 27
54 330.67 265.67 27
50 334.0 250.0 27
53 333.0 280.0 28
6 324.0 297.0 28
47 325.0 267.0 28
54 330.67 265.67 28
47 325.0 267.0 29
7 326.0 237.0 29
50 334.0 250.0 29
54 330.67 265.67 29
8 342.0 263.0 30
55 331.0 311.0 30
56 328.67 306.33 30
53 333.0 280.0 30
55 331.0 311.0 31
5 320.0 359.0 31
44 322.0 328.0 31
56 328.67 306.33 31
44 322.0 328.0 32
6 324.0 297.0 32
53 333.0 280.0 32
56 328.67 306.33 32
9 360.0 111.0 33
57 351.0 187.0 33
58 339.0 178.0 33
59 337.5 135.5 33
57 351.0 187.0 34
8 342.0 263.0 34
52 328.5 211.5 34
58 339.0 178.0 34
52 328.5 211.5 35
4 315.0 160.0 35
59 337.5 135.5 35
58 339.0 178.0 35
10 361.0 335.0 36
60 351.5 299.0 36
61 354.33 236.33 36
62 360.5 223.0 36
60 351.5 299.0 37
8 342.0 263.0 37
57 351.0 187.0 37
61 354.33 236.33 37
57 351.0 187.0 38
9 360.0 111.0 38
62 360.5 223.0 38
61 354.33 236.33 38
10 361.0 335.0 39
63 340.5 347.0 39
64 341.0 319.0 39
60 351.5 299.0 39
63 340.5 347.0 40
5 320.0 359.0 40
55 331.0 311.0 40
64 341.0 319.0 40
55 331.0 311.0 41
8 342.0 263.0 41
60 351.5 299.0 41
64 341.0 319.0 41
11 373.0 209.0 42
65 367.0 272.0 42
66 364.67 218.33 42
67 366.5 160.0 42
65 367.0 272.0 43
10 361.0 335.0 43
62 360.5 223.0 43
66 364.67 218.33 43
62 360.5 223.0 44
9 360.0 111.0 44
67 366.5 160.0 44
66 364.67 218.33 44
12 378.0 265.0 45
68 369.5 300.0 45
69 370.67 269.67 45
70 375.5 237.0 45
68 369.5 300.0 46
10 361.0 335.0 46
65 367.0 272.0 46
69 370.67 269.67 46
65 367.0 272.0 47
11 373.0 209.0 47
70 375.5 237.0 47
69 370.67 269.67 47
13 380.0 169.0 48
71 376.5 189.0 48
72 371.0 163.0 48
73 370.0 140.0 48
71 376.5 189.0 49
11 373.0 209.0 49
67 366.5 160.0 49
72 371.0 163.0 49
67 366.5 160.0 50
9 360.0 111.0 50
73 370.0 140.0 50
72 371.0 163.0 50
13 380.0 169.0 51
74 379.0 217.0 51
75 377.0 214.33 51
71 376.5 189.0 51
74 379.0 217.0 52
12 378.0 265.0 52
70 375.5 237.0 52
75 377.0 214.33 52
70 375.5 237.0 53
11 373.0 209.0 53
71 376.5 189.0 53
75 377.0 214.33 53
14 396.0 231.0 54
76 387.0 248.0 54
77 384.67 221.67 54
78 388.0 200.0 54
76 387.0 248.0 55
12 378.0 265.0 55
74 379.0 217.0 55
77 384.67 221.67 55
74 379.0 217.0 56
13 380.0 169.0 56
78 388.0 200.0 56
77 384.67 221.67 56
14 396.0 231.0 57
79 378.5 283.0 57
80 378.33 277.0 57
76 387.0 248.0 57
79 378.5 283.0 58
10 361.0 335.0 58
68 369.5 300.0 58
80 378.33 277.0 58
68 369.5 300.0 59
12 378.0 265.0 59
76 387.0 248.0 59
80 378.33 277.0 59
15 400.0 306.0 60
81 380.5 320.5 60
82 385.67 290.67 60
83 398.0 268.5 60
81 380.5 320.5 61
10 361.0 335.0 61
79 378.5 283.0 61
82 385.67 290.67 61
79 378.5 283.0 62
14 396.0 231.0 62
83 398.0 268.5 62
82 385.67 290.67 62
16 411.0 387.0 63
84 405.5 346.5 63
85 402.33 308.0 63
86 403.5 309.0 63
84 405.5 346.5 64
15 400.0 306.0 64
83 398.0 268.5 64
85 402.33 308.0 64
83 398.0 268.5 65
14 396.0 231.0 65
86 403.5 309.0 65
85 402.33 308.0 65
16 411.0 387.0 66
87 386.0 361.0 66
88 390.67 342.67 66
84 405.5 346.5 66
87 386.0 361.0 67
10 361.0 335.0 67
81 380.5 320.5 67
88 390.67 342.67 67
81 380.5 320.5 68
15 400.0 306.0 68
84 405.5 346.5 68
88 390.67 342.67 68
16 411.0 387.0 69
89 365.5 373.0 69
90 364.0 360.33 69
87 386.0 361.0 69
89 365.5 373.0 70
5 320.0 359.0 70
63 340.5 347.0 70
90 364.0 360.33 70
63 340.5 347.0 71
10 361.0 335.0 71
87 386.0 361.0 71
90 364.0 360.33 71
16 411.0 387.0 72
91 338.0 365.5 72
92 332.0 363.33 72
89 365.5 373.0 72
91 338.0 365.5 73
0 265.0 344.0 73
41 292.5 351.5 73
92 332.0 363.33 73
41 292.5 351.5 74
5 320.0 359.0 74
89 365.5 373.0 74
92 332.0 363.33 74
17 416.0 270.0 75
93 398.0 219.5 75
94 385.33 183.33 75
95 388.0 190.5 75
93 398.0 219.5 76
13 380.0 169.0 76
73 370.0 140.0 76
94 385.33 183.33 76
73 370.0 140.0 77
9 360.0 111.0 77
95 388.0 190.5 77
94 385.33 183.33 77
17 416.0 270.0 78
96 406.0 250.5 78
97 397.33 223.33 78
93 398.0 219.5 78
96 406.0 250.5 79
14 396.0 231.0 79
78 388.0 200.0 79
97 397.33 223.33 79
78 388.0 200.0 80
13 380.0 169.0 80
93 398.0 219.5 80
97 397.33 223.33 80
17 416.0 270.0 81
98 413.5 328.5 81
99 407.67 296.0 81
96 406.0 250.5 81
98 413.5 328.5 82
16 411.0 387.0 82
86 403.5 309.0 82
99 407.67 296.0 82
86 403.5 309.0 83
14 396.0 231.0 83
96 406.0 250.5 83
99 407.67 296.0 83
18 421.0 137.0 84
100 418.5 203.5 84
101 399.0 172.67 84
102 390.5 124.0 84
100 418.5 203.5 85
17 416.0 270.0 85
95 388.0 190.5 85
101 399.0 172.67 85
95 388.0 190.5 86
9 360.0 111.0 86
102 390.5 124.0 86
101 399.0 172.67 86
19 443.0 185.0 87
103 429.5 227.5 87
104 426.67 197.33 87
105 432.0 161.0 87
103 429.5 227.5 88
17 416.0 270.0 88
100 418.5 203.5 88
104 426.67 197.33 88
100 418.5 203.5 89
18 421.0 137.0 89
105 432.0 161.0 89
