Distance V0 V1 t0 t1
9198.860635970088 7 6 7 10
8722.90232663418 8 7 10 11
8422.785109451623 6 5 6 7
8062.662401465164 3 1 1 3
7978.193592537097 26 25 43 46
7899.668094293583 29 27 48 51
7681.242217245853 27 26 46 47
7669.067348771949 46 6 82 86
7668.5264555845415 44 43 80 81
7349.061232565695 44 6 79 82
7230.523770792819 31 29 54 55
7218.410489851626 1 2 0 1
7038.5797573089985 29 28 48 49
7004.269840604373 42 6 73 79
6919.748116803097 10 8 12 14
6890.906544134813 43 42 76 80
6818.457670177325 28 26 47 49
6281.855299193066 38 6 66 73
6098.879405267824 23 22 37 40
5919.163538879459 46 45 83 84
5804.978983596753 33 29 57 58
5782.435905394888 18 16 27 29
5729.5012871976905 6 4 5 6
5728.972682776555 47 43 85 89
5722.237499440232 9 8 11 12
5650.4544949941865 45 44 81 83
5618.065948349129 11 10 14 15
5448.085902406459 32 29 55 57
5026.270386678377 38 37 68 69
4886.671361980463 20 19 30 33
4839.333115213294 43 41 76 77
4783.000940832021 25 24 42 43
4775.626660449914 4 1 3 5
4703.625091352414 37 31 63 68
4508.022293644964 19 18 29 30
4502.008995992789 12 11 15 17
4446.249880517289 22 21 36 37
4412.903126061119 30 27 51 53
4369.087891082074 34 29 58 62
4313.234749002192 17 16 24 27
4112.8531459316655 21 16 32 36
3671.304945111479 31 30 53 54
3662.3284942779233 47 45 84 85
3661.0579072175306 24 22 40 42
3560.5013691894574 30 29 51 54
3510.7698585922717 36 29 62 65
3371.7017958295182 37 29 65 78
3349.7967102497432 41 37 72 77
3337.781448806976 22 6 34 41
3319.506740466119 4 3 3 4
3255.2385473264476 25 6 41 66
3214.008400735754 37 33 63 64
3200.398256467466 14 8 18 21
3197.1107268907654 26 24 43 44
3190.1300913912587 23 7 39 45
3153.9720987985925 39 38 69 70
3099.6782091049386 12 7 16 26
3095.498667420162 26 7 45 50
3044.220918396035 17 7 26 28
3028.3969356740536 38 25 66 67
3018.6647710535863 9 7 11 13
2987.209567472627 17 14 24 25
2959.2499049590256 13 11 17 19
2833.3423725346 21 19 32 33
2788.8106784075535 14 12 20 25
2775.4329392006575 48 47 87 88
2708.1746620186814 5 4 4 6
2646.0863553557733 22 8 34 35
2466.242891525488 36 33 60 64
2461.3689280560925 47 46 84 87
2445.007361952107 24 23 40 44
2414.0642079281984 40 39 70 71
2229.2424722313185 21 20 33 38
2213.046768597537 15 8 21 22
2066.7505896938796 45 43 81 85
2061.378664874554 42 41 75 76
2020.0262374533654 16 8 22 35
1925.8860298574266 43 37 77 78
1901.9405879259216 39 37 69 72
1875.5825761613378 18 7 28 31
1851.2722652273487 10 7 13 16
1838.600010877842 32 31 55 56
1818.0346531350829 14 11 18 19
1800.9741808254773 20 7 31 39
1793.9999999999998 23 21 37 38
1773.0259445366275 31 25 52 67
1599.4227083544863 38 31 67 68
1551.04642096876 13 12 17 20
1500.8814077068182 33 31 56 63
1469.629204935721 34 33 58 59
1469.2300704790928 18 17 27 28
1459.7862857281543 41 39 71 72
1452.2072854795902 31 27 52 53
1397.8361849658922 23 20 38 39
1382.3751299846217 11 8 14 18
1327.602726722117 16 14 23 24
1303.3572035324776 36 35 60 61
1285.8903530239272 19 16 29 32
1280.4346918136825 22 16 35 36
1274.6521094008356 12 10 15 16
1251.2593655993148 14 13 19 20
1198.4122829811115 10 9 12 13
1193.3385940293729 25 22 41 42
1164.3032251093355 35 33 59 60
1096.8646224580316 42 40 74 75
1092.2861346735112 15 14 21 23
1059.2044184197873 41 40 71 75
1015.3698833430111 36 34 61 62
986.6635698149597 48 46 86 87
964.8067163945325 37 36 64 65
910.5849768143552 3 2 1 2
910.3779434937998 49 47 88 89
876.0022831020476 7 5 7 8
869.8419396649025 44 42 79 80
863.1876968539345 28 27 47 48
855.617905375992 0 2 0 2
845.256174186264 40 38 70 74
822.217732720476 42 38 73 74
770.4965931138179 3 0 2 9
768.600026021337 29 26 49 50
763.2889361179028 26 23 44 45
706.5776673515799 8 6 10 34
686.496176245724 7 3 8 9
668.5424444266797 5 3 4 8
418.2941548719035 20 18 30 31
417.3978917052649 46 44 82 83
409.8829101097044 17 12 25 26
356.9103528899098 33 32 56 57
356.67492202284143 27 25 46 52
317.37044600907626 35 34 59 61
235.4782367863323 16 15 22 23
