Distance V0 V1 t0 t1
117.6860229593982 57 49 102 103
117.27318534089538 32 31 52 56
111.83022847155415 45 39 78 86
111.60645142642963 26 19 43 55
110.54863183232979 17 16 25 26
108.7841900277793 39 33 68 69
107.28000745712129 57 54 101 102
107.11675872616759 22 21 35 36
107.00467279516347 56 55 100 105
103.31021246711285 24 23 38 39
99.68951800465283 34 32 56 57
93.47726996441435 63 60 113 118
92.57429448826494 26 25 42 43
92.19544457292888 23 22 36 37
89.67719888578145 41 40 71 74
89.19641248391103 36 34 60 61
88.14193099768124 66 62 122 123
84.05950273467005 28 21 45 46
82.85529554590943 33 30 53 54
72.61542535852833 54 49 96 102
70.77428911688199 50 49 90 96
70.23531875061151 46 43 79 80
70.21395872616782 30 26 50 54
68.00735254367721 3 2 1 7
66.64082832618453 16 12 23 24
65.55150646628955 13 11 17 18
65.30696746902278 33 26 54 55
63.34824385884742 31 29 51 59
62.297672508690084 19 17 28 29
62.03224967708329 47 46 82 83
53.75872022286245 54 50 95 96
52.17278984298233 20 14 30 31
45.0 45 44 78 81
37.0540146272978 65 64 120 121
35.510561809129406 6 5 4 5
33.24154027718932 44 42 76 77
32.202484376209235 37 36 63 64
20.39607805437114 21 20 33 34
13.0 14 13 19 20
9.848857801796104 9 8 9 10
8.602325267042627 59 58 107 108
6.324555320336759 29 28 48 49
