Distance V0 V1 t0 t1
392.20020397750943 59 56 100 105
382.632983418837 31 3 49 53
354.90421242921303 59 54 98 100
309.0711892105119 2 4 0 5
304.5734722525913 0 4 0 3
296.27858511880333 12 25 35 38
295.0610106401725 48 54 84 98
273.22152184628504 46 50 75 87
261.00766272276377 34 50 61 88
257.70719819205675 14 8 7 9
251.6286947071021 36 46 75 80
250.74489027695063 55 58 96 104
250.56935167733505 43 34 64 88
248.3565984627749 36 50 61 75
244.75293665245368 15 3 21 49
240.634577731464 12 14 9 25
237.06539182259394 21 34 32 46
230.05434140654683 10 21 17 26
229.22478051031047 14 18 22 25
224.9555511651135 1 4 1 3
223.28905033610582 14 10 13 17
218.68927728629038 26 40 43 57
214.7091055358389 50 43 88 90
211.24393482417426 6 2 5 15
209.93808611111993 34 38 56 64
209.15305400591214 14 2 7 15
209.0023923308056 40 41 57 72
204.0882162203394 56 57 99 105
200.24984394500785 46 54 84 87
200.0099997500125 21 36 46 63
188.78824115924172 14 24 22 33
185.776747737708 12 23 24 35
185.30245546133486 48 46 83 84
182.01098867925532 1 11 8 14
181.06904760339356 59 48 98 103
180.31361568112376 14 6 13 15
180.20543831971332 16 13 18 19
179.04747973652127 25 23 35 39
175.7270610919104 47 55 85 95
173.6490714055218 33 44 66 70
173.1040149736568 26 41 57 69
171.4934401077779 33 41 58 70
170.85666507338834 2 8 4 7
170.80105386091736 1 7 1 8
170.32028651925174 49 55 85 91
169.07099100673656 40 47 72 95
167.59773268156107 51 43 90 102
166.88319268278636 54 50 87 94
166.8652150689292 10 13 12 18
166.67633305301626 53 48 89 93
165.1938255504727 35 44 66 77
164.20109622045769 38 22 52 56
162.7912774076056 22 16 29 60
161.24515496597098 48 58 93 103
161.1862276995153 16 34 32 60
159.705979850474 30 40 43 68
159.17600321656528 55 52 91 96
158.3161394173064 15 31 31 49
156.58863304850706 46 37 67 80
156.20819440733575 21 16 26 32
156.2049935181331 16 17 19 27
155.2063143045411 18 24 22 44
154.43445211480503 39 37 62 67
151.6443206981389 50 57 99 101
151.2117720285031 44 46 74 83
151.16877984557527 27 37 42 62
151.00331122197287 24 21 33 37
149.93331851193048 50 56 94 99
149.03019828209315 39 46 67 73
147.97972834141845 16 10 18 26
147.0034013211939 11 3 14 21
145.72576985557495 5 12 10 38
145.33065746772084 12 18 24 25
143.66976021418006 14 21 17 33
143.60013927569847 41 47 72 81
143.26548781894405 21 37 42 63
141.15594213493105 32 41 58 69
140.22838514366484 25 26 39 50
139.86421987055874 45 53 82 89
139.51702405083046 21 27 37 42
136.60527076214885 45 48 79 89
135.83077707206124 52 58 96 97
135.35139452550905 41 44 70 78
134.3726162579266 19 16 27 29
133.5402561027947 37 36 63 80
129.86531484580476 39 44 71 77
129.65338406690356 15 11 20 21
128.03515142334936 45 44 78 79
126.88971589533962 43 38 64 76
125.92458060283545 15 13 20 23
124.80785231707178 7 11 8 16
124.48293055676348 29 22 47 52
123.42204017111368 20 31 31 48
120.33287165193059 26 32 40 69
119.75391434103521 53 58 93 97
118.15244390193543 5 8 4 10
117.41379816699569 7 13 12 16
116.84605256490268 45 49 82 86
116.619037896906 3 0 2 53
115.52488909321661 13 17 19 23
114.76933388322857 22 34 56 60
114.40279716860073 28 18 44 51
110.2905254316979 18 32 36 51
109.63576058932595 47 45 81 86
108.04628637764465 10 7 11 12
106.53168542738821 6 4 5 6
105.43718509140881 6 10 6 13
103.58571330062847 23 32 36 40
101.5332457867865 57 51 101 102
101.5332457867865 46 42 73 74
97.08243919473799 29 20 47 48
94.76286192385707 8 12 9 10
88.64536084872123 27 39 59 62
85.9069263796581 48 44 79 83
83.63013810822028 0 1 2 3
83.00602387778854 23 18 24 36
82.29823813423954 22 20 34 47
81.25269226308751 4 10 6 11
80.95677859203639 35 27 45 59
79.51100552753688 3 1 2 14
77.7946013551069 4 7 1 11
76.4198926981712 35 39 59 77
76.21679604916491 24 28 41 44
75.69015788066505 26 30 43 50
74.06078584514209 39 42 71 73
72.83543093852057 24 35 41 45
72.61542535852833 30 25 50 68
72.40165743959182 44 42 71 74
72.03471385380801 51 50 90 101
68.02940540677979 20 17 30 34
66.91038783328041 17 22 28 34
62.6418390534633 32 28 51 54
61.40032573203501 38 29 52 65
61.351446600711874 36 34 46 61
61.0 17 15 23 30
58.008620049092706 32 33 54 58
52.69724850502159 49 53 82 92
51.86520991955976 54 56 94 100
50.93132631298737 23 26 39 40
50.159744815937806 38 31 65 76
47.0 41 45 78 81
42.720018726587654 19 22 28 29
41.97618372363071 52 49 91 92
39.05124837953328 20 15 30 31
36.76955262170048 19 17 27 28
35.51056180912941 13 11 16 20
34.20526275297414 28 35 41 55
32.64965543462902 58 59 103 104
30.886890422961002 31 29 48 65
27.80287754891569 24 27 37 45
24.351591323771842 33 35 55 66
20.6155281280883 49 47 85 86
20.223748416156685 52 53 92 97
19.1049731745428 28 33 54 55
