Distance V0 V1 t0 t1
116.92732785794773 35 32 60 74
116.86744627996283 19 28 32 46
116.66190466471906 40 52 75 91
116.60617479361889 3 14 6 8
114.21471008587291 45 35 79 80
114.15778554264269 28 27 46 47
113.8859078200635 39 50 82 87
113.17243480636087 27 33 47 56
111.97321108193692 74 88 143 161
110.86027241532469 13 17 14 37
110.6752004741803 21 14 27 28
109.14210919713801 8 14 8 25
108.04628637764463 3 15 6 18
104.9571341072154 34 42 66 70
104.86181383134662 28 34 51 55
104.35516278555653 25 23 41 42
103.77379245262263 40 44 69 75
103.47946656221222 39 32 59 67
102.61578825892241 59 63 112 115
102.08329931972223 34 38 65 68
102.0 43 35 74 79
101.71037311896953 76 89 157 158
100.84641788382967 66 59 122 127
100.44899203078148 35 26 60 61
99.45853407325085 56 51 99 102
99.24716620639605 27 25 44 45
99.18165152889922 34 36 58 70
98.2700361249552 21 28 32 48
96.51942809610922 34 33 55 58
95.51963149007642 69 85 137 148
95.29428104561154 42 36 70 84
95.08417323613851 68 69 125 126
94.66784036831092 56 54 99 100
94.04786015641184 5 11 2 17
93.53608929178085 86 89 157 163
93.00537618869136 61 74 120 131
92.7631392310545 41 48 71 77
92.59049627256569 26 22 43 61
92.11405973031479 80 68 126 147
90.24965373894794 38 41 65 76
89.9388681271896 59 69 117 127
89.64373932405988 76 86 157 160
89.40357934669059 11 17 13 14
88.54377448471463 78 74 142 143
87.13208364316787 80 69 126 148
87.09190547921202 2 11 2 12
86.20904824900921 72 74 133 142
85.38149682454625 71 85 137 152
85.0 14 15 6 27
84.09518416651456 28 33 47 55
84.02380615040002 73 84 136 154
83.5224520712844 21 15 27 31
83.45058418010025 10 17 13 26
83.2946576918352 20 14 25 28
82.60750571225353 68 81 134 147
81.83520025025905 15 19 19 31
81.43709228600932 9 2 9 12
81.12336284942828 84 89 155 158
80.44874144447508 13 5 17 20
80.05623023850174 25 31 45 52
79.98124780221924 12 6 16 35
79.62411694957754 80 85 148 156
78.89233169326407 47 50 82 94
77.83315488916018 68 79 134 146
77.3886296557834 17 12 26 34
76.53757247260982 41 44 71 76
76.48529270389177 51 54 90 99
75.43208866258445 51 47 86 90
75.39230729988307 64 69 117 125
74.027022093287 34 41 65 66
74.0 77 76 124 160
73.49829930005183 63 73 135 139
72.17340230306452 46 45 78 108
70.2922470831599 59 67 112 123
69.35416353759881 65 72 133 141
69.02897942168927 65 58 118 119
68.88396039717809 21 19 31 32
68.26419266350405 40 38 64 69
67.7421582177598 20 21 28 48
66.84309986827361 73 68 140 146
65.06919393998974 84 82 154 155
64.19501538281614 38 44 69 76
64.03124237432849 47 54 90 93
63.63961030678928 82 81 149 151
61.773780845922005 2 5 2 4
61.40032573203501 76 84 136 158
61.29437168288782 53 47 93 94
60.307545133258415 27 31 45 56
60.00833275470998 43 45 78 79
59.68249324550709 71 69 129 137
59.03388857258176 73 67 139 140
58.24087911424415 41 42 66 77
58.13776741499453 69 70 128 129
56.85947590331799 85 75 152 153
56.1426753904728 77 86 145 160
55.47071299343465 42 49 83 84
54.571054598569006 66 62 122 130
53.75872022286245 4 7 5 7
53.225933528685054 7 6 5 16
52.92447448959697 75 71 138 152
52.63078946776307 64 67 121 123
49.01020301937138 82 73 150 154
48.60041152089147 55 57 98 106
48.466483264210545 63 67 112 139
47.801673610868484 48 42 77 83
47.4236228055175 71 62 132 138
47.265209192385896 16 18 22 39
43.41658669218482 70 62 130 132
40.607881008493905 66 70 128 130
39.82461550347975 79 73 146 150
39.20459156782532 81 80 147 156
39.01281840626232 85 83 153 164
38.07886552931954 79 81 134 149
36.49657518178931 12 7 15 16
35.73513677041127 53 50 94 95
34.655446902326915 64 68 121 125
34.058772731852805 78 72 141 142
33.61547262794322 43 46 78 81
33.421549934136806 69 66 127 128
33.24154027718932 11 13 14 17
32.14031735997639 59 64 117 123
31.622776601683793 79 82 149 150
28.23118842698621 67 68 121 140
26.870057685088806 0 1 0 21
23.40939982143925 61 60 110 111
21.095023109728988 54 53 93 97
17.804493814764854 29 30 36 57
16.278820596099706 33 36 53 58
14.866068747318504 9 11 10 12
13.341664064126334 48 49 83 89
13.0 11 10 10 13
5.099019513592785 9 10 10 11
5.099019513592785 71 70 129 132
