Distance V0 V1 t0 t1
170.53152201279389 1 5 1 4
166.02710622064097 21 30 45 48
156.236999459155 12 4 15 17
145.34441853748632 28 22 42 44
145.03103116229988 21 20 32 48
141.03191128251788 13 21 18 29
140.05713120009278 13 12 17 18
135.82341477079717 22 29 40 44
133.0037593453659 28 21 42 45
131.13733259449805 4 5 1 15
118.07201192492656 20 16 30 32
117.38824472663352 28 38 47 63
110.25878649794764 15 8 20 31
109.89540481748998 29 38 61 63
104.5609869884557 22 23 34 35
104.546640309481 22 26 39 40
103.46496991735899 2 7 5 7
102.39628899525607 22 21 29 42
101.24228365658293 29 35 52 54
100.89598604503551 9 8 10 20
100.43903623591777 17 23 28 35
99.24716620639603 11 7 13 25
98.08159868191383 7 10 5 13
98.08159868191382 37 29 54 61
97.9897953870708 19 17 27 28
95.88534820294495 4 13 6 17
93.23089616645332 12 9 8 16
91.02197536858888 25 22 34 39
90.13878188659973 2 10 5 12
89.49860334105779 11 19 26 27
88.76936408468859 5 3 4 9
88.52683209061533 27 34 49 55
87.80091115700337 16 9 16 22
86.70063436907482 23 27 36 43
86.33075929238663 32 29 51 52
85.9069263796581 24 19 37 38
85.09406559801923 5 12 8 15
84.29116205154605 6 13 6 11
82.38931969618392 16 15 22 30
81.27115109311545 28 30 45 47
80.77747210701756 13 22 24 29
79.6994353806851 34 36 57 64
79.64923100695951 18 11 25 26
79.1580697086532 26 29 40 51
78.39005038906404 5 9 8 9
74.95331880577405 12 21 18 21
73.8173421358423 24 27 36 55
73.60027173862879 17 22 24 35
72.94518489934754 26 31 46 50
72.33947746562731 26 32 46 51
70.7248188403477 25 23 34 43
69.63476143421474 21 16 32 33
68.6804193347711 21 14 21 33
68.4470598345904 15 9 20 22
66.12866246946174 20 15 30 31
65.19202405202648 23 24 36 38
64.35060217278468 2 4 2 3
61.741396161732524 2 6 2 12
60.415229867972855 1 4 1 3
58.249463516842795 37 38 61 62
57.30619512757762 10 13 11 14
56.089214649520635 34 33 56 57
55.731499172371095 11 13 14 23
54.81788029466298 9 3 9 10
53.36665625650534 27 26 41 50
53.225933528685054 32 35 52 58
51.662365412357964 25 27 41 43
51.40038910358559 19 23 28 38
50.44799302251776 27 31 49 50
49.57822102496216 34 31 49 56
49.09175083453431 11 10 13 14
48.05205510693585 29 28 44 63
47.38143096192854 35 33 58 59
43.01162633521314 37 39 62 65
42.5205832509386 17 11 23 27
40.8166632639171 33 36 57 59
39.96248240537617 6 10 11 12
34.92849839314596 35 39 60 65
34.785054261852174 31 32 46 53
34.058772731852805 33 31 53 56
33.61547262794323 18 19 26 37
32.38826948140329 36 39 60 64
29.832867780352593 17 13 23 24
28.460498941515414 35 37 54 65
28.0178514522438 12 16 16 19
26.92582403567252 0 2 0 7
26.92582403567252 25 26 39 41
22.847319317591726 16 14 19 33
22.825424421026653 6 4 2 6
18.788294228055936 2 1 0 3
18.60107523773827 33 32 53 58
13.152946437965904 36 35 59 60
7.280109889280519 12 14 19 21
