Distance V0 V1 t0 t1
309.48344059093046 58 57 105 106
306.93647551244214 20 16 30 39
306.1927497508718 58 37 103 104
299.7232056414718 45 22 80 114
295.526648544594 37 34 63 64
289.0017300986276 26 25 43 45
288.0433995077825 3 2 1 2
287.2211691362599 55 54 98 99
287.1271495348359 62 45 113 114
284.0017605579233 84 83 155 156
282.5544195371928 54 45 97 100
278.1150840928985 51 44 89 92
269.4327374318125 59 45 108 113
268.06715576511795 6 5 5 7
262.48809496813374 53 45 95 97
258.30408436569485 59 56 107 108
251.05577069647293 50 49 87 90
247.7761086142084 57 52 101 105
245.00204080782677 63 62 115 117
245.0 85 84 156 158
239.1359446005556 44 37 75 91
237.89283301520456 23 22 37 42
235.33168082517065 5 3 3 4
232.4672019877213 30 24 50 55
231.62469643800938 56 55 99 102
226.9206909913682 50 45 88 95
226.88322987827902 75 73 136 137
221.90313201935658 7 5 6 7
219.5449840010015 29 24 48 50
219.036526634258 87 86 160 162
219.0091322296858 32 31 53 54
219.00913222968578 83 82 152 155
218.04815981796315 8 1 8 22
218.00917411888884 47 46 82 84
217.33844574764032 33 30 55 56
213.72178176311368 42 40 71 76
212.9530464679949 87 78 160 161
212.64054176003222 16 8 22 23
208.03124765284662 73 71 134 137
205.97329924045982 38 37 66 68
204.97072961767003 60 58 109 110
204.1886382735337 5 4 4 5
201.30076999355967 79 75 146 148
200.24235316236172 55 52 98 101
195.5019181491578 48 47 83 84
192.37463450257678 57 56 102 106
190.68560512005092 35 22 61 80
189.2828571212935 39 35 67 74
186.2713075060139 61 58 110 119
185.09727172489605 29 28 48 49
184.70787747142782 58 52 104 105
183.09833423600554 22 17 33 34
176.02556632489498 52 37 91 104
174.18381095842403 65 61 119 120
168.00297616411441 13 12 17 19
158.67261893597143 88 87 161 162
157.15279189374905 16 0 21 38
156.0416611036937 41 40 70 71
155.76905982896605 50 46 87 88
151.60804727981954 49 44 85 89
149.96666296213968 32 26 54 60
149.12075643584967 64 62 117 122
148.296999295333 62 59 112 113
147.24808997063425 22 12 34 35
147.12239802287075 67 66 123 125
145.16886718577095 11 7 13 15
144.55794685869054 37 24 63 103
139.44532978913276 40 37 68 75
139.2838827718412 43 39 73 74
138.27870407260838 48 44 83 85
137.44089638822936 12 11 14 15
137.0 16 1 21 22
135.5322839769182 24 16 38 39
135.00370365289984 20 19 30 31
132.84953895290718 9 7 9 11
132.51792331605563 10 7 11 13
130.58713566044705 52 44 91 92
127.19276708995682 51 50 90 94
126.60568707605516 51 49 89 90
126.01983970788092 80 75 148 153
125.51493934986384 86 84 157 158
124.77980605851252 44 42 76 77
122.18837915284742 68 66 125 127
117.95761950802499 83 80 152 153
116.92732785794773 35 32 59 60
114.21471008587291 45 35 79 80
114.15778554264269 28 27 46 47
109.14210919713801 14 8 18 23
104.35516278555653 25 23 41 42
103.77379245262263 44 40 75 76
102.82509421342634 82 80 151 152
102.0 43 35 74 79
100.44899203078148 35 26 60 61
99.24716620639605 27 25 44 45
99.18165152889922 36 34 62 64
96.51942809610922 34 33 57 58
96.25487000666513 66 64 121 122
96.13012014972207 64 63 116 117
95.08417323613851 69 68 126 127
94.66784036831092 56 54 99 100
93.08598175880189 53 51 93 94
92.59049627256569 26 22 43 61
88.54377448471463 78 74 142 143
86.20904824900921 74 72 135 142
86.00581375697807 69 62 128 130
85.0 15 14 20 24
79.98124780221924 12 6 16 35
77.3886296557834 17 12 26 34
76.16429609731846 80 79 147 148
74.0 77 76 140 144
72.17340230306452 46 45 81 88
69.35416353759881 72 65 133 141
69.02897942168927 65 58 118 119
68.88396039717809 21 19 31 32
68.26419266350405 40 38 68 69
67.7421582177598 21 20 31 36
65.06919393998974 84 82 154 155
63.63961030678928 82 81 150 151
60.00833275470998 45 43 78 79
58.24087911424415 42 41 71 72
58.13776741499453 70 69 129 130
54.571054598569006 66 62 122 128
53.225933528685054 7 6 7 16
52.92447448959697 75 71 137 138
48.60041152089147 57 55 101 102
47.4236228055175 71 62 132 138
47.265209192385896 18 16 27 28
43.41658669218482 70 62 130 132
39.20459156782532 81 80 149 151
39.01281840626232 85 83 156 159
36.49657518178931 12 7 15 16
35.73513677041127 53 50 94 95
34.058772731852805 78 72 141 142
33.421549934136806 69 66 127 128
28.23118842698621 68 67 124 125
26.870057685088806 0 1 0 21
23.40939982143925 61 60 110 111
21.095023109728988 54 53 96 97
17.804493814764854 30 29 50 51
13.341664064126334 49 48 85 86
13.0 11 10 12 13
5.099019513592785 71 70 131 132
5.099019513592785 10 9 10 11
