Distance V0 V1 t0 t1
519.1146308860885 57 19 88 103
456.42633578705784 65 38 115 120
398.24615503479754 38 4 65 120
373.3738073298661 3 0 1 12
366.18711064154076 67 63 119 121
355.48980294798895 38 43 63 91
345.8236544830327 43 51 82 91
303.2705063140826 29 4 48 65
300.04166377354994 60 67 118 119
294.95931922894044 39 57 87 88
291.72761268004786 3 10 9 12
281.71616922001476 3 15 9 21
278.46902879853627 36 38 63 66
277.6256472302226 51 52 82 109
273.6512378923216 64 60 117 118
262.6194966105906 51 38 91 115
261.96182928052707 66 68 123 125
249.545587017683 62 68 112 123
248.20354550247666 3 18 21 22
242.886804911259 60 51 109 117
236.75514777930383 39 19 69 88
221.63934668736056 44 56 84 95
212.17445652104308 13 4 17 48
212.04952251773642 54 68 112 126
211.68136431911051 27 41 62 71
211.40482492128697 65 51 115 116
200.8830505542964 54 62 101 112
197.66891510806647 51 64 116 117
196.78668654154427 11 4 4 17
196.596032513375 10 22 27 31
196.3593644316461 6 20 18 20
196.0025510038071 49 39 86 87
195.1665955024066 43 52 82 92
194.17775361765825 27 40 57 62
190.03157632351525 33 42 68 72
183.3930205869351 30 42 58 72
183.04371062672436 6 22 20 31
182.42806801586207 48 44 83 84
182.03571078225283 42 48 76 83
181.23189564753773 18 35 41 42
179.61069010501572 48 47 81 93
178.89102828258325 40 48 75 80
177.08754896942926 33 45 68 78
176.23847480048164 46 48 75 81
175.84083712266613 31 38 59 66
173.72679701186 50 44 90 95
172.62966141425406 0 10 3 12
171.73526137634056 18 25 23 42
170.07351351694948 27 35 41 71
170.0264685276972 12 3 15 22
167.0359242797788 63 61 110 114
164.98484778912277 34 43 67 70
164.62381358722072 34 40 57 67
163.44418007380992 35 41 64 71
160.9534094078159 45 50 85 90
159.7904878270293 14 6 11 18
158.93709447451215 45 49 85 86
154.02921800749363 1 11 2 4
153.7335357038275 10 23 27 32
152.82015573869828 17 7 26 29
151.16216457830976 53 48 93 94
151.09268678529747 9 3 8 15
151.09268678529747 33 19 55 69
150.60212481900777 63 69 114 121
150.41608956491322 29 13 33 48
149.37201879870273 36 43 63 73
149.28161306738346 19 7 29 103
148.5563866011825 1 5 0 2
148.5193590075045 5 10 3 5
148.49915824677257 48 56 84 99
148.35430563350698 56 54 100 101
146.01369798755184 66 69 125 127
144.02777509911064 34 27 52 57
143.60013927569847 36 31 60 66
139.7175722663402 35 42 58 64
139.47401191619892 6 10 5 31
139.20129309744217 29 38 59 65
138.3618444514238 41 48 76 80
134.45073447177595 8 7 7 26
134.03357788255897 61 62 108 122
133.1465358167459 12 9 15 16
