Distance V0 V1 t0 t1
131.48764200486673 2 8 6 7
131.30879635424276 2 9 6 8
131.01526628603247 41 42 64 76
128.3160161476345 58 60 104 107
127.66362050325849 66 61 122 127
126.53062870309307 59 61 105 110
126.12692020342051 9 17 10 24
126.05157674539417 23 15 32 35
125.92458060283545 8 17 10 26
125.60652849274993 22 31 36 47
125.5746789762968 43 37 70 73
125.35549449465708 61 69 114 127
125.29964086141669 18 12 22 23
125.09996003196804 16 26 28 40
124.82387592123553 56 50 95 100
124.63145670335398 24 34 44 52
123.76186811776881 43 40 67 74
123.62847568420474 53 55 94 106
123.14625451064276 47 52 89 92
123.0690862889621 11 5 2 13
122.20065466273084 52 53 89 97
121.2023102090055 47 53 89 93
119.10079764636339 12 25 23 25
117.6860229593982 49 57 87 102
117.27318534089538 31 32 47 60
113.6001760562016 9 16 16 24
113.46365056704283 53 61 105 106
111.83022847155415 45 39 78 86
111.60645142642963 26 19 43 55
110.54863183232979 16 17 24 40
109.9317970379817 24 18 37 39
109.22453936730518 32 23 46 51
109.14210919713801 23 34 44 51
108.7841900277793 39 33 69 78
108.18964830333816 55 62 108 111
107.28000745712129 57 54 102 126
107.00467279516347 55 56 99 111
106.0 35 25 42 53
105.04284840006959 48 55 94 99
103.40696301506973 10 15 9 32
103.31021246711285 23 24 35 44
103.00485425454472 52 60 104 109
102.1420579389313 15 18 21 37
99.68951800465283 32 34 51 56
99.40321926376429 43 47 79 92
96.89685237405807 11 6 11 13
93.91485505499116 35 30 53 58
93.47726996441435 60 63 107 119
92.61749294814669 61 55 106 108
92.57429448826494 25 26 28 50
92.19544457292888 22 23 27 46
91.44397191723466 32 22 46 47
91.4166286842826 26 17 40 43
91.26883367283709 18 27 39 41
90.44888059008801 31 20 34 36
89.67719888578145 40 41 62 80
89.19641248391103 36 34 56 61
89.05054744357274 21 29 33 45
88.14193099768124 66 62 122 123
87.965902484997 40 46 74 75
87.4642784226795 20 22 20 36
86.70063436907482 21 31 34 38
86.35392289873113 58 63 107 113
84.05950273467005 21 28 38 45
82.92767933567175 59 63 110 113
82.85529554590943 33 30 54 72
80.89499366462674 25 16 25 28
80.77747210701757 56 62 101 111
80.43009387039157 58 52 97 104
75.43208866258443 11 14 11 14
73.59347797189639 53 59 98 105
73.17103251970687 15 24 35 37
73.00684899377592 58 53 97 98
72.61542535852833 54 49 96 102
72.1110255092798 42 45 68 77
70.77428911688199 50 49 85 96
70.43436661176133 34 37 61 70
70.23531875061151 43 46 74 79
70.21395872616782 30 26 50 54
68.15423684555495 5 0 0 3
68.00735254367721 3 2 1 8
67.11929677819934 13 21 19 33
66.64082832618453 12 16 16 25
65.55150646628955 11 13 14 17
65.30696746902278 33 26 54 55
64.07027391856538 24 27 39 52
63.34824385884742 31 29 49 59
62.297672508690084 19 17 29 43
62.03224967708329 47 46 79 81
57.97413216254297 31 28 38 49
55.731499172371095 14 21 19 30
55.56977595779922 30 25 50 53
54.571054598569006 32 36 56 60
53.75872022286245 54 50 96 100
52.17278984298233 14 20 18 30
45.0 44 45 77 90
43.01162633521314 64 67 118 124
37.0540146272978 65 64 116 124
35.510561809129406 5 6 5 13
33.24154027718932 42 44 77 83
32.202484376209235 36 37 61 73
20.39607805437114 21 20 30 34
13.0 14 13 14 19
9.848857801796104 9 8 6 10
8.602325267042627 58 59 98 113
6.324555320336759 29 28 45 49
