Distance V0 V1 t0 t1
145.33065746772084 76 74 140 144
144.9413674559475 53 42 78 96
144.83784035948617 62 67 118 121
144.5164350515193 57 65 115 117
143.12232530251876 43 57 79 98
141.1736519326464 39 53 73 78
140.73023839957068 41 38 66 71
138.43771162512041 30 22 48 53
138.32208789632986 12 15 16 38
137.75340286178053 29 22 44 48
134.2013412749664 16 9 19 22
133.82451195502264 19 14 27 34
132.63860674780926 44 47 77 82
131.59407281484982 70 67 125 127
130.728726758888 18 16 24 32
130.58713566044705 16 10 22 31
130.23056476879765 26 37 43 63
130.09611831257686 64 77 116 124
129.4488315899375 31 47 61 77
129.38701635017324 33 30 53 54
127.13772060250254 52 63 104 113
126.65701717630967 1 8 7 8
126.46343345014796 21 24 29 70
124.08464852672145 66 76 119 131
123.89108119634764 76 71 131 140
122.71104269787622 31 36 61 62
122.49489785293099 56 52 94 101
122.29881438509534 59 63 104 112
121.63058825805292 14 22 21 34
119.4361754243663 44 51 81 82
118.69709347747315 74 79 139 146
118.40608092492548 64 61 109 114
117.18361660232202 60 64 106 109
114.28473213863697 61 52 108 113
114.12712210513328 9 7 10 12
113.87712676389407 0 6 0 6
113.70136322841518 19 13 27 28
111.94641575325224 62 55 110 111
111.32385189167684 75 74 129 139
110.60289327137875 36 26 62 63
110.07270324653611 18 21 29 32
109.88175462741755 64 65 115 124
109.17875251164945 43 46 72 98
108.11567878897121 41 43 71 84
107.70329614269008 69 75 129 136
107.33126291998991 38 28 57 58
107.01868995647443 3 2 1 14
106.5269918846862 51 37 93 145
106.10372283760829 23 27 40 41
105.94810050208545 23 29 39 44
105.55093557141026 62 69 118 126
105.36128321162381 9 8 10 19
104.65658125507444 52 58 101 102
103.96634070698074 52 60 95 108
103.39245620450265 68 77 116 135
100.16985574512924 49 48 87 88
99.86490875177326 79 72 138 143
99.28242543370907 48 54 85 88
98.6154146165801 50 60 95 105
96.88137075826292 35 33 52 59
96.83491106000977 41 50 86 90
96.77293009927932 35 40 59 75
96.40020746865642 22 19 34 36
95.52486587271402 18 24 29 33
95.18928511129812 55 51 81 111
94.83142938920619 23 22 36 44
94.17536832951598 55 45 92 110
93.94147114027967 61 68 114 123
93.53608929178085 15 14 20 21
91.02197536858888 68 64 114 116
90.91754506144565 25 34 46 55
88.23264701911646 28 33 45 52
88.2043082847998 46 53 80 97
88.19297024139735 38 46 67 72
87.4642784226795 67 72 127 128
87.23531395025755 40 53 73 80
87.04596486914255 52 59 102 104
86.40023148117139 35 46 67 75
86.31338250816034 68 63 122 123
86.00581375697807 67 75 128 136
85.38149682454625 48 41 84 87
84.97058314499202 44 31 60 77
84.38009243891595 29 25 39 46
82.37718130647589 19 23 28 36
81.59656855530139 21 16 32 100
79.40403012442127 34 44 56 76
79.37883848986455 69 66 126 130
79.30952023559341 2 4 2 3
78.84795495128584 30 34 49 69
76.48529270389177 32 44 56 60
73.68174807915459 28 35 52 58
73.60027173862879 13 11 17 42
73.24616030891995 34 39 68 69
73.24616030891995 34 42 68 74
73.08214556237385 54 60 85 105
72.56721022610694 50 54 91 105
71.42128534267637 31 26 50 62
71.02112361825881 20 24 30 33
70.09279563550022 32 25 47 55
69.6419413859206 39 30 64 69
69.63476143421474 23 25 39 41
67.60177512462229 34 45 74 76
67.46851117373201 44 55 81 92
63.56099432828281 57 53 97 103
63.15061361538778 46 57 97 98
63.12685640834653 50 49 86 91
62.968245965724655 34 32 55 56
62.39390995922599 67 69 118 136
62.24146527838174 2 5 2 5
62.22539674441619 47 37 83 93
57.3149195236284 33 40 54 59
57.24508712544685 70 72 127 138
56.85947590331799 47 36 61 83
56.080299571239806 45 44 76 92
55.71355310873648 32 27 47 51
54.405882034941776 41 49 86 87
53.2634959423431 72 75 128 143
53.0 27 26 40 50
52.630789467763066 65 70 117 132
51.088159097779204 31 27 50 51
50.96076922496363 30 29 48 49
50.59644256269407 75 79 139 143
48.270073544588676 46 40 75 80
47.29693436154187 71 69 130 137
47.01063709417263 71 66 130 131
47.01063709417263 56 58 101 133
44.94441010848846 51 47 82 93
44.40720662234904 17 20 23 25
44.20407221060069 29 34 46 49
44.181444068749045 62 66 119 126
41.10960958218894 38 43 71 72
41.036569057366385 7 8 7 10
40.311288741492746 18 17 24 25
40.311288741492746 27 25 41 47
38.3275357934736 42 45 74 99
37.64306044943742 18 20 25 33
36.06937759374287 38 35 58 67
34.9857113690718 74 71 137 140
34.828149534536 43 48 79 84
34.713109915419565 63 61 113 123
33.12099032335839 69 74 129 137
31.016124838541646 58 59 102 134
28.425340807103794 5 4 2 15
28.178005607210743 52 50 89 95
25.942243542145697 76 78 141 144
24.186773244895647 10 9 12 22
24.16609194718914 61 60 108 109
23.021728866442675 32 31 51 60
22.472205054244228 37 36 63 83
20.6155281280883 54 49 88 91
15.556349186104047 39 42 68 78
