V x y Q
0 10.0 30.0 0
9 17.5 20.0 0
10 21.67 18.33 0
11 20.0 22.5 0
9 17.5 20.0 1
2 25.0 10.0 1
12 27.5 12.5 1
10 21.67 18.33 1
12 27.5 12.5 2
3 30.0 15.0 2
11 20.0 22.5 2
10 21.67 18.33 2
0 10.0 30.0 3
11 20.0 22.5 3
13 26.67 28.33 3
14 25.0 35.0 3
11 20.0 22.5 4
3 30.0 15.0 4
15 35.0 27.5 4
13 26.67 28.33 4
15 35.0 27.5 5
5 40.0 40.0 5
14 25.0 35.0 5
13 26.67 28.33 5
1 15.0 50.0 6
16 27.5 45.0 6
17 30.0 53.33 6
18 25.0 60.0 6
16 27.5 45.0 7
5 40.0 40.0 7
19 37.5 55.0 7
17 30.0 53.33 7
19 37.5 55.0 8
4 35.0 70.0 8
18 25.0 60.0 8
17 30.0 53.33 8
5 40.0 40.0 9
16 27.5 45.0 9
20 21.67 40.0 9
14 25.0 35.0 9
16 27.5 45.0 10
1 15.0 50.0 10
21 12.5 40.0 10
20 21.67 40.0 10
21 12.5 40.0 11
0 10.0 30.0 11
14 25.0 35.0 11
20 21.67 40.0 11
6 50.0 10.0 12
22 40.0 12.5 12
23 35.0 11.67 12
24 37.5 10.0 12
22 40.0 12.5 13
3 30.0 15.0 13
12 27.5 12.5 13
23 35.0 11.67 13
12 27.5 12.5 14
2 25.0 10.0 14
24 37.5 10.0 14
23 35.0 11.67 14
6 50.0 10.0 15
25 45.0 25.0 15
26 40.0 21.67 15
22 40.0 12.5 15
25 45.0 25.0 16
5 40.0 40.0 16
15 35.0 27.5 16
26 40.0 21.67 16
15 35.0 27.5 17
3 30.0 15.0 17
22 40.0 12.5 17
26 40.0 21.67 17
5 40.0 40.0 18
25 45.0 25.0 18
27 51.67 23.33 18
28 52.5 30.0 18
25 45.0 25.0 19
6 50.0 10.0 19
29 57.5 15.0 19
27 51.67 23.33 19
29 57.5 15.0 20
8 65.0 20.0 20
28 52.5 30.0 20
27 51.67 23.33 20
7 60.0 60.0 21
30 47.5 65.0 21
31 45.0 56.67 21
32 50.0 50.0 21
30 47.5 65.0 22
4 35.0 70.0 22
19 37.5 55.0 22
31 45.0 56.67 22
19 37.5 55.0 23
5 40.0 40.0 23
32 50.0 50.0 23
31 45.0 56.67 23
8 65.0 20.0 24
33 62.5 40.0 24
34 55.0 40.0 24
28 52.5 30.0 24
33 62.5 40.0 25
7 60.0 60.0 25
32 50.0 50.0 25
34 55.0 40.0 25
32 50.0 50.0 26
5 40.0 40.0 26
28 52.5 30.0 26
34 55.0 40.0 26
