V x y Q
0 10.0 30.0 0
9 17.5 20.0 0
10 16.67 30.0 0
11 12.5 40.0 0
9 17.5 20.0 1
2 25.0 10.0 1
12 20.0 30.0 1
10 16.67 30.0 1
12 20.0 30.0 2
1 15.0 50.0 2
11 12.5 40.0 2
10 16.67 30.0 2
3 30.0 15.0 3
13 22.5 32.5 3
14 23.33 25.0 3
15 27.5 12.5 3
13 22.5 32.5 4
1 15.0 50.0 4
12 20.0 30.0 4
14 23.33 25.0 4
12 20.0 30.0 5
2 25.0 10.0 5
15 27.5 12.5 5
14 23.33 25.0 5
4 35.0 70.0 6
16 25.0 60.0 6
17 26.67 45.0 6
18 32.5 42.5 6
16 25.0 60.0 7
1 15.0 50.0 7
13 22.5 32.5 7
17 26.67 45.0 7
13 22.5 32.5 8
3 30.0 15.0 8
18 32.5 42.5 8
17 26.67 45.0 8
5 40.0 40.0 9
19 37.5 55.0 9
20 35.0 41.67 9
21 35.0 27.5 9
19 37.5 55.0 10
4 35.0 70.0 10
18 32.5 42.5 10
20 35.0 41.67 10
18 32.5 42.5 11
3 30.0 15.0 11
21 35.0 27.5 11
20 35.0 41.67 11
6 50.0 10.0 12
22 40.0 12.5 12
23 35.0 11.67 12
24 37.5 10.0 12
22 40.0 12.5 13
3 30.0 15.0 13
15 27.5 12.5 13
23 35.0 11.67 13
15 27.5 12.5 14
2 25.0 10.0 14
24 37.5 10.0 14
23 35.0 11.67 14
6 50.0 10.0 15
25 45.0 25.0 15
26 40.0 21.67 15
22 40.0 12.5 15
25 45.0 25.0 16
5 40.0 40.0 16
21 35.0 27.5 16
26 40.0 21.67 16
21 35.0 27.5 17
3 30.0 15.0 17
22 40.0 12.5 17
26 40.0 21.67 17
6 50.0 10.0 18
27 42.5 40.0 18
28 41.67 40.0 18
25 45.0 25.0 18
27 42.5 40.0 19
4 35.0 70.0 19
19 37.5 55.0 19
28 41.67 40.0 19
19 37.5 55.0 20
5 40.0 40.0 20
25 45.0 25.0 20
28 41.67 40.0 20
7 60.0 60.0 21
29 47.5 65.0 21
30 48.33 46.67 21
31 55.0 35.0 21
29 47.5 65.0 22
4 35.0 70.0 22
27 42.5 40.0 22
30 48.33 46.67 22
27 42.5 40.0 23
6 50.0 10.0 23
31 55.0 35.0 23
30 48.33 46.67 23
8 65.0 20.0 24
32 62.5 40.0 24
33 58.33 30.0 24
34 57.5 15.0 24
32 62.5 40.0 25
7 60.0 60.0 25
31 55.0 35.0 25
33 58.33 30.0 25
31 55.0 35.0 26
6 50.0 10.0 26
34 57.5 15.0 26
33 58.33 30.0 26
